inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.991
2,2:valid,2:valid,,1
3,2:valid,2:valid,,0.994
4,1:bugged,2:valid,+,0.99
5,2:valid,2:valid,,0.999
6,2:valid,2:valid,,1
7,2:valid,2:valid,,1
8,2:valid,2:valid,,0.999
9,2:valid,2:valid,,1
10,1:bugged,2:valid,+,0.896
11,2:valid,2:valid,,0.997
12,2:valid,2:valid,,1
13,1:bugged,2:valid,+,0.838
14,2:valid,2:valid,,0.964
15,2:valid,2:valid,,1
16,2:valid,2:valid,,0.997
17,2:valid,2:valid,,1
18,2:valid,2:valid,,0.877
19,2:valid,2:valid,,1
20,2:valid,2:valid,,0.994
21,2:valid,2:valid,,1
22,2:valid,2:valid,,0.998
23,2:valid,2:valid,,0.953
24,2:valid,2:valid,,0.998
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.99
27,2:valid,2:valid,,0.999
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,0.856
31,2:valid,2:valid,,0.997
32,2:valid,2:valid,,0.996
33,2:valid,2:valid,,0.997
34,2:valid,2:valid,,1
35,2:valid,2:valid,,0.995
36,2:valid,2:valid,,1
37,2:valid,2:valid,,0.99
38,2:valid,2:valid,,0.992
39,2:valid,2:valid,,1
40,1:bugged,2:valid,+,0.996
41,2:valid,2:valid,,0.991
42,2:valid,2:valid,,0.993
43,2:valid,2:valid,,1
44,2:valid,2:valid,,1
45,1:bugged,2:valid,+,0.95
46,2:valid,2:valid,,1
47,2:valid,2:valid,,0.999
48,2:valid,2:valid,,0.996
49,2:valid,2:valid,,0.973
50,2:valid,2:valid,,0.966
51,2:valid,2:valid,,0.993
52,2:valid,2:valid,,0.999
53,1:bugged,1:bugged,,0.671
54,2:valid,2:valid,,0.992
55,2:valid,2:valid,,0.945
56,2:valid,2:valid,,0.911
57,2:valid,2:valid,,1
58,2:valid,2:valid,,1
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.999
61,2:valid,2:valid,,0.999
62,2:valid,2:valid,,1
63,2:valid,2:valid,,0.948
64,2:valid,2:valid,,0.999
65,2:valid,2:valid,,1
66,2:valid,2:valid,,0.999
67,2:valid,2:valid,,1
68,2:valid,2:valid,,1
69,2:valid,2:valid,,0.953
70,2:valid,2:valid,,0.998
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,1
75,2:valid,2:valid,,0.995
76,1:bugged,2:valid,+,0.812
77,2:valid,2:valid,,1
78,2:valid,2:valid,,1
79,2:valid,2:valid,,0.998
80,2:valid,2:valid,,0.997
81,2:valid,2:valid,,1
82,2:valid,1:bugged,+,0.612
83,2:valid,2:valid,,0.994
84,1:bugged,1:bugged,,0.833
85,2:valid,2:valid,,0.998
86,2:valid,2:valid,,0.99
87,2:valid,2:valid,,1
88,2:valid,2:valid,,0.852
89,2:valid,2:valid,,1
90,2:valid,2:valid,,0.807
91,2:valid,2:valid,,0.99
92,2:valid,2:valid,,0.999
93,2:valid,2:valid,,1
94,1:bugged,2:valid,+,0.977
95,2:valid,2:valid,,0.697
96,2:valid,2:valid,,0.993
97,2:valid,2:valid,,0.989
98,2:valid,2:valid,,0.998
99,2:valid,2:valid,,0.992
100,1:bugged,1:bugged,,0.5
101,2:valid,2:valid,,1
102,2:valid,2:valid,,1
103,2:valid,2:valid,,0.878
104,2:valid,2:valid,,1
105,1:bugged,2:valid,+,0.53
106,2:valid,2:valid,,1
107,2:valid,2:valid,,0.98
108,2:valid,2:valid,,1
109,2:valid,2:valid,,0.999
110,2:valid,2:valid,,1
111,2:valid,2:valid,,0.994
112,1:bugged,1:bugged,,0.769
113,1:bugged,1:bugged,,0.844
114,2:valid,2:valid,,1
115,2:valid,2:valid,,0.998
116,2:valid,2:valid,,0.978
117,2:valid,2:valid,,0.728
118,2:valid,2:valid,,0.994
119,2:valid,2:valid,,1
120,2:valid,2:valid,,0.999
121,2:valid,2:valid,,0.998
122,2:valid,2:valid,,0.762
123,2:valid,2:valid,,1
124,2:valid,2:valid,,0.882
125,2:valid,2:valid,,0.999
126,2:valid,2:valid,,1
127,2:valid,2:valid,,1
128,2:valid,2:valid,,0.976
129,2:valid,2:valid,,1
130,2:valid,2:valid,,1
131,2:valid,2:valid,,0.838
132,2:valid,2:valid,,1
133,2:valid,1:bugged,+,0.79
134,2:valid,2:valid,,0.76
135,2:valid,2:valid,,1
136,2:valid,2:valid,,0.999
137,2:valid,2:valid,,1
138,1:bugged,2:valid,+,0.933
139,2:valid,2:valid,,0.993
140,2:valid,2:valid,,0.988
141,2:valid,2:valid,,0.996
142,2:valid,2:valid,,0.994
143,2:valid,2:valid,,0.998
144,2:valid,2:valid,,1
145,2:valid,1:bugged,+,0.605
146,2:valid,2:valid,,0.999
147,1:bugged,2:valid,+,0.948
148,2:valid,2:valid,,1
149,2:valid,2:valid,,0.953
150,1:bugged,2:valid,+,0.923
151,2:valid,2:valid,,0.999
152,2:valid,2:valid,,0.887
153,2:valid,2:valid,,1
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,2:valid,2:valid,,0.99
157,2:valid,2:valid,,1
158,2:valid,2:valid,,1
159,2:valid,2:valid,,1
160,2:valid,2:valid,,1
161,2:valid,2:valid,,0.999
162,2:valid,2:valid,,1
163,2:valid,2:valid,,1
164,2:valid,2:valid,,1
165,2:valid,2:valid,,0.996
166,2:valid,2:valid,,1
167,2:valid,2:valid,,1
168,2:valid,2:valid,,0.997
169,2:valid,2:valid,,0.998
170,2:valid,2:valid,,1
171,2:valid,2:valid,,0.997
172,2:valid,2:valid,,0.995
173,2:valid,2:valid,,1
174,2:valid,2:valid,,1
175,2:valid,2:valid,,1
176,2:valid,2:valid,,1
177,2:valid,2:valid,,0.994
178,2:valid,2:valid,,1
179,2:valid,2:valid,,0.972
180,2:valid,2:valid,,0.998
181,2:valid,2:valid,,0.899
182,2:valid,1:bugged,+,0.501
183,2:valid,2:valid,,1
184,2:valid,2:valid,,0.999
185,2:valid,2:valid,,0.999
186,2:valid,2:valid,,0.998
