inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.995
2,2:valid,2:valid,,1
3,2:valid,2:valid,,0.991
4,2:valid,2:valid,,0.989
5,2:valid,2:valid,,1
6,2:valid,2:valid,,1
7,2:valid,2:valid,,1
8,2:valid,2:valid,,1
9,2:valid,2:valid,,1
10,2:valid,2:valid,,0.941
11,2:valid,2:valid,,1
12,2:valid,2:valid,,0.999
13,2:valid,2:valid,,0.977
14,2:valid,2:valid,,0.984
15,2:valid,2:valid,,1
16,2:valid,2:valid,,0.992
17,2:valid,2:valid,,1
18,2:valid,2:valid,,0.896
19,2:valid,2:valid,,1
20,2:valid,2:valid,,0.982
21,2:valid,2:valid,,1
22,2:valid,2:valid,,0.997
23,2:valid,2:valid,,0.974
24,2:valid,2:valid,,0.997
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.994
27,2:valid,2:valid,,0.998
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,0.985
31,2:valid,2:valid,,0.997
32,2:valid,2:valid,,0.998
33,2:valid,2:valid,,0.981
34,2:valid,2:valid,,1
35,2:valid,2:valid,,0.997
36,2:valid,2:valid,,1
37,2:valid,2:valid,,0.993
38,2:valid,2:valid,,0.971
39,2:valid,2:valid,,1
40,2:valid,2:valid,,0.993
41,2:valid,2:valid,,0.994
42,2:valid,2:valid,,0.994
43,2:valid,2:valid,,1
44,2:valid,2:valid,,0.994
45,2:valid,2:valid,,0.978
46,2:valid,2:valid,,0.995
47,2:valid,2:valid,,1
48,2:valid,2:valid,,0.993
49,2:valid,2:valid,,0.983
50,2:valid,2:valid,,0.966
51,2:valid,2:valid,,0.99
52,2:valid,2:valid,,0.998
53,2:valid,2:valid,,0.782
54,2:valid,2:valid,,0.998
55,2:valid,2:valid,,0.982
56,2:valid,2:valid,,0.91
57,2:valid,2:valid,,0.999
58,2:valid,2:valid,,1
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.999
61,2:valid,2:valid,,0.994
62,2:valid,2:valid,,0.999
63,2:valid,2:valid,,0.934
64,2:valid,2:valid,,0.985
65,2:valid,2:valid,,1
66,2:valid,2:valid,,1
67,2:valid,2:valid,,1
68,2:valid,2:valid,,1
69,2:valid,2:valid,,0.961
70,2:valid,2:valid,,0.995
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,1
75,2:valid,2:valid,,0.996
76,2:valid,2:valid,,0.827
77,2:valid,2:valid,,1
78,2:valid,2:valid,,0.998
79,2:valid,2:valid,,0.997
80,2:valid,2:valid,,0.992
81,2:valid,2:valid,,1
82,2:valid,2:valid,,0.936
83,2:valid,2:valid,,0.992
84,2:valid,1:bugged,+,0.811
85,2:valid,2:valid,,0.992
86,2:valid,2:valid,,0.994
87,2:valid,2:valid,,1
88,2:valid,2:valid,,0.984
89,2:valid,2:valid,,1
90,2:valid,2:valid,,0.847
91,2:valid,2:valid,,0.994
92,2:valid,2:valid,,0.999
93,2:valid,2:valid,,1
94,1:bugged,2:valid,+,0.986
95,2:valid,2:valid,,0.685
96,2:valid,2:valid,,0.992
97,2:valid,2:valid,,0.997
98,2:valid,2:valid,,1
99,2:valid,2:valid,,0.969
100,1:bugged,2:valid,+,0.532
101,2:valid,2:valid,,1
102,2:valid,2:valid,,1
103,2:valid,2:valid,,0.917
104,2:valid,2:valid,,0.999
105,2:valid,1:bugged,+,0.523
106,2:valid,2:valid,,0.986
107,2:valid,2:valid,,0.981
108,2:valid,2:valid,,1
109,2:valid,2:valid,,0.996
110,2:valid,2:valid,,1
111,2:valid,2:valid,,0.997
112,1:bugged,1:bugged,,0.768
113,1:bugged,1:bugged,,0.809
114,2:valid,2:valid,,1
115,2:valid,2:valid,,0.998
116,2:valid,2:valid,,0.98
117,2:valid,2:valid,,0.721
118,2:valid,2:valid,,0.999
119,2:valid,2:valid,,1
120,2:valid,2:valid,,0.998
121,2:valid,2:valid,,0.999
122,2:valid,2:valid,,0.773
123,2:valid,2:valid,,1
