inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,1
2,2:valid,2:valid,,1
3,2:valid,2:valid,,1
4,2:valid,2:valid,,1
5,2:valid,2:valid,,1
6,2:valid,2:valid,,0.999
7,2:valid,2:valid,,1
8,2:valid,2:valid,,1
9,2:valid,2:valid,,1
10,2:valid,2:valid,,1
11,2:valid,2:valid,,1
12,2:valid,2:valid,,1
13,2:valid,2:valid,,1
14,2:valid,2:valid,,1
15,2:valid,2:valid,,1
16,2:valid,2:valid,,1
17,2:valid,2:valid,,1
18,2:valid,2:valid,,1
19,2:valid,2:valid,,1
20,2:valid,2:valid,,1
21,2:valid,2:valid,,0.839
22,2:valid,2:valid,,0.993
23,2:valid,2:valid,,1
24,2:valid,2:valid,,1
25,2:valid,2:valid,,1
26,2:valid,2:valid,,1
27,2:valid,2:valid,,1
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,1
31,2:valid,2:valid,,1
32,2:valid,2:valid,,1
33,2:valid,2:valid,,0.998
34,2:valid,2:valid,,1
35,2:valid,2:valid,,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,0.989
38,2:valid,2:valid,,0.996
39,2:valid,2:valid,,0.996
40,2:valid,2:valid,,1
41,2:valid,2:valid,,1
42,2:valid,2:valid,,1
43,2:valid,2:valid,,1
44,2:valid,2:valid,,1
45,2:valid,2:valid,,1
46,2:valid,2:valid,,0.997
47,2:valid,2:valid,,1
48,2:valid,2:valid,,1
49,2:valid,2:valid,,0.991
50,2:valid,2:valid,,1
51,2:valid,2:valid,,1
52,2:valid,2:valid,,0.999
53,2:valid,2:valid,,1
54,2:valid,2:valid,,1
55,2:valid,2:valid,,1
56,2:valid,2:valid,,1
57,2:valid,2:valid,,1
58,2:valid,2:valid,,1
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.973
61,2:valid,2:valid,,1
62,2:valid,2:valid,,1
63,2:valid,2:valid,,1
64,2:valid,1:bugged,+,0.612
65,2:valid,2:valid,,1
66,2:valid,2:valid,,1
67,2:valid,2:valid,,1
68,2:valid,2:valid,,1
69,2:valid,2:valid,,1
70,2:valid,2:valid,,0.76
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,0.998
75,2:valid,2:valid,,1
76,2:valid,2:valid,,1
77,2:valid,2:valid,,1
78,2:valid,2:valid,,1
79,2:valid,2:valid,,0.999
80,2:valid,2:valid,,1
81,2:valid,2:valid,,1
82,2:valid,2:valid,,1
83,2:valid,2:valid,,1
84,2:valid,2:valid,,1
85,2:valid,2:valid,,1
86,2:valid,2:valid,,1
87,2:valid,2:valid,,1
88,2:valid,2:valid,,1
89,2:valid,2:valid,,1
90,2:valid,2:valid,,0.998
91,2:valid,2:valid,,1
92,2:valid,2:valid,,0.997
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,0.87
96,2:valid,2:valid,,1
97,2:valid,2:valid,,1
98,2:valid,2:valid,,1
99,2:valid,2:valid,,1
100,2:valid,2:valid,,0.973
101,2:valid,2:valid,,1
102,2:valid,2:valid,,0.638
103,2:valid,2:valid,,1
104,2:valid,2:valid,,1
105,2:valid,2:valid,,1
106,2:valid,2:valid,,1
107,2:valid,2:valid,,1
108,2:valid,2:valid,,0.993
109,2:valid,2:valid,,1
110,2:valid,2:valid,,1
111,2:valid,2:valid,,1
112,2:valid,2:valid,,0.996
113,2:valid,2:valid,,1
114,2:valid,2:valid,,1
115,2:valid,2:valid,,1
116,2:valid,2:valid,,1
117,2:valid,2:valid,,1
118,2:valid,2:valid,,1
119,2:valid,2:valid,,1
120,2:valid,2:valid,,1
121,2:valid,2:valid,,1
122,2:valid,2:valid,,1
123,2:valid,2:valid,,1
124,2:valid,2:valid,,1
125,2:valid,2:valid,,1
126,2:valid,2:valid,,1
127,2:valid,2:valid,,1
128,2:valid,2:valid,,0.851
129,2:valid,2:valid,,0.997
130,2:valid,2:valid,,1
131,2:valid,2:valid,,1
132,2:valid,2:valid,,1
133,2:valid,2:valid,,1
134,2:valid,2:valid,,1
135,2:valid,2:valid,,0.999
136,2:valid,2:valid,,1
137,2:valid,2:valid,,1
138,2:valid,2:valid,,1
139,2:valid,2:valid,,1
140,2:valid,2:valid,,1
141,2:valid,2:valid,,0.998
142,2:valid,2:valid,,1
143,2:valid,2:valid,,1
144,2:valid,2:valid,,0.986
145,2:valid,2:valid,,1
146,2:valid,2:valid,,1
147,2:valid,2:valid,,1
148,2:valid,2:valid,,0.92
149,2:valid,2:valid,,1
150,2:valid,2:valid,,1
151,2:valid,2:valid,,1
152,2:valid,2:valid,,1
153,2:valid,2:valid,,1
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,2:valid,2:valid,,1
157,2:valid,2:valid,,1
158,2:valid,2:valid,,1
159,2:valid,2:valid,,1
160,2:valid,2:valid,,0.997
161,2:valid,2:valid,,1
162,2:valid,2:valid,,1
163,2:valid,2:valid,,1
164,2:valid,2:valid,,0.999
165,2:valid,2:valid,,0.978
166,2:valid,2:valid,,1
167,2:valid,2:valid,,0.989
168,2:valid,2:valid,,1
169,2:valid,2:valid,,1
170,2:valid,2:valid,,1
171,2:valid,2:valid,,1
172,2:valid,2:valid,,1
173,2:valid,2:valid,,1
174,2:valid,2:valid,,1
175,2:valid,2:valid,,1
176,2:valid,2:valid,,1
177,2:valid,2:valid,,1
178,2:valid,2:valid,,1
179,2:valid,2:valid,,1
180,2:valid,2:valid,,0.989
181,2:valid,2:valid,,1
182,2:valid,2:valid,,0.999
183,2:valid,2:valid,,1
184,2:valid,2:valid,,1
185,2:valid,2:valid,,1
186,2:valid,2:valid,,1
187,2:valid,2:valid,,1
188,2:valid,2:valid,,1
189,2:valid,2:valid,,1
190,2:valid,2:valid,,1
191,2:valid,2:valid,,1
192,2:valid,2:valid,,0.999
193,2:valid,2:valid,,0.749
194,2:valid,2:valid,,1
195,2:valid,2:valid,,1
196,2:valid,2:valid,,1
197,2:valid,2:valid,,1
198,2:valid,2:valid,,1
199,2:valid,2:valid,,1
200,2:valid,2:valid,,1
201,2:valid,2:valid,,1
202,2:valid,2:valid,,1
203,2:valid,2:valid,,1
204,2:valid,2:valid,,1
205,2:valid,2:valid,,1
206,2:valid,2:valid,,1
207,2:valid,2:valid,,1
208,2:valid,2:valid,,1
209,2:valid,2:valid,,1
210,2:valid,2:valid,,0.999
211,2:valid,2:valid,,1
212,2:valid,2:valid,,1
213,2:valid,2:valid,,1
214,2:valid,2:valid,,1
215,2:valid,2:valid,,0.996
216,2:valid,2:valid,,1
217,2:valid,2:valid,,1
218,2:valid,2:valid,,0.91
219,2:valid,2:valid,,1
220,2:valid,2:valid,,1
221,2:valid,2:valid,,1
222,2:valid,2:valid,,0.987
223,2:valid,2:valid,,1
224,2:valid,2:valid,,1
225,2:valid,2:valid,,1
226,2:valid,2:valid,,1
227,2:valid,2:valid,,1
228,2:valid,2:valid,,1
229,2:valid,2:valid,,1
230,2:valid,2:valid,,0.999
231,2:valid,2:valid,,0.998
232,2:valid,2:valid,,1
233,2:valid,2:valid,,1
234,2:valid,2:valid,,1
235,2:valid,2:valid,,0.993
236,2:valid,2:valid,,1
237,2:valid,2:valid,,0.99
238,2:valid,2:valid,,1
239,2:valid,2:valid,,1
240,2:valid,2:valid,,1
241,2:valid,2:valid,,0.998
242,2:valid,2:valid,,1
243,2:valid,2:valid,,1
244,2:valid,2:valid,,1
245,2:valid,2:valid,,1
246,2:valid,2:valid,,1
247,2:valid,2:valid,,1
248,2:valid,2:valid,,1
249,2:valid,2:valid,,1
250,2:valid,2:valid,,1
251,2:valid,2:valid,,0.997
252,2:valid,2:valid,,1
253,2:valid,2:valid,,1
254,2:valid,2:valid,,0.991
255,2:valid,2:valid,,0.998
256,2:valid,2:valid,,1
257,2:valid,2:valid,,0.99
258,2:valid,2:valid,,0.985
259,2:valid,2:valid,,1
260,2:valid,2:valid,,1
261,2:valid,2:valid,,1
262,2:valid,2:valid,,1
263,2:valid,2:valid,,1
264,2:valid,2:valid,,0.999
265,2:valid,2:valid,,0.999
266,2:valid,2:valid,,0.995
267,2:valid,2:valid,,1
268,2:valid,2:valid,,1
269,2:valid,2:valid,,0.984
270,2:valid,2:valid,,1
271,2:valid,2:valid,,1
272,2:valid,2:valid,,0.959
273,2:valid,2:valid,,1
274,2:valid,2:valid,,1
275,2:valid,2:valid,,1
276,2:valid,2:valid,,1
277,2:valid,2:valid,,1
