inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,1
2,2:valid,2:valid,,1
3,2:valid,2:valid,,0.863
4,2:valid,2:valid,,1
5,2:valid,2:valid,,0.967
6,2:valid,2:valid,,0.994
7,2:valid,2:valid,,0.97
8,2:valid,2:valid,,1
9,1:bugged,1:bugged,,0.812
10,2:valid,2:valid,,1
11,2:valid,2:valid,,1
12,2:valid,2:valid,,0.977
13,2:valid,2:valid,,0.851
14,2:valid,2:valid,,0.999
15,2:valid,2:valid,,1
16,2:valid,2:valid,,1
17,2:valid,2:valid,,0.986
18,2:valid,2:valid,,0.999
19,2:valid,2:valid,,1
20,2:valid,2:valid,,0.937
21,2:valid,2:valid,,1
22,2:valid,2:valid,,0.974
23,2:valid,2:valid,,0.522
24,2:valid,2:valid,,0.989
25,2:valid,2:valid,,0.999
26,2:valid,2:valid,,1
27,2:valid,2:valid,,0.998
28,2:valid,2:valid,,1
29,2:valid,2:valid,,0.995
30,2:valid,2:valid,,1
31,2:valid,2:valid,,1
32,2:valid,2:valid,,0.996
33,2:valid,2:valid,,0.565
34,2:valid,2:valid,,1
35,2:valid,2:valid,,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,1
38,2:valid,2:valid,,1
39,2:valid,2:valid,,0.962
40,2:valid,2:valid,,1
41,2:valid,2:valid,,1
42,2:valid,2:valid,,1
43,2:valid,2:valid,,1
44,2:valid,2:valid,,0.94
45,2:valid,2:valid,,1
46,2:valid,2:valid,,1
47,2:valid,2:valid,,1
48,2:valid,2:valid,,0.999
49,2:valid,2:valid,,0.971
50,2:valid,2:valid,,1
51,2:valid,2:valid,,1
52,2:valid,2:valid,,1
53,2:valid,2:valid,,1
54,2:valid,2:valid,,0.987
55,2:valid,2:valid,,1
56,2:valid,2:valid,,1
57,2:valid,2:valid,,0.952
58,2:valid,2:valid,,1
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.986
61,2:valid,2:valid,,1
62,2:valid,2:valid,,0.867
63,2:valid,2:valid,,0.982
64,2:valid,2:valid,,0.999
65,2:valid,2:valid,,0.933
66,2:valid,2:valid,,1
67,2:valid,2:valid,,1
68,2:valid,2:valid,,1
69,2:valid,2:valid,,1
70,2:valid,2:valid,,0.984
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,1
75,2:valid,2:valid,,1
76,2:valid,2:valid,,0.979
77,2:valid,2:valid,,0.952
78,2:valid,2:valid,,1
79,2:valid,2:valid,,0.959
80,2:valid,2:valid,,1
81,2:valid,2:valid,,0.982
82,2:valid,2:valid,,1
83,2:valid,2:valid,,1
84,2:valid,2:valid,,1
85,2:valid,2:valid,,0.999
86,2:valid,2:valid,,0.986
87,2:valid,2:valid,,1
88,2:valid,2:valid,,1
89,2:valid,2:valid,,0.975
90,2:valid,2:valid,,1
91,2:valid,2:valid,,1
92,2:valid,2:valid,,0.969
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,1
96,2:valid,2:valid,,1
97,2:valid,2:valid,,1
98,2:valid,2:valid,,0.944
99,2:valid,2:valid,,1
100,2:valid,2:valid,,1
101,2:valid,2:valid,,0.968
102,2:valid,2:valid,,0.996
103,2:valid,2:valid,,0.99
104,2:valid,2:valid,,0.97
105,2:valid,2:valid,,1
106,2:valid,2:valid,,1
107,2:valid,2:valid,,1
108,2:valid,2:valid,,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,1
111,2:valid,2:valid,,0.99
112,2:valid,2:valid,,1
113,2:valid,2:valid,,1
114,2:valid,2:valid,,1
115,2:valid,2:valid,,1
116,2:valid,2:valid,,1
117,2:valid,2:valid,,1
118,2:valid,2:valid,,0.959
119,2:valid,2:valid,,0.983
120,2:valid,2:valid,,1
121,2:valid,2:valid,,0.927
122,2:valid,2:valid,,1
123,2:valid,2:valid,,1
124,2:valid,2:valid,,0.63
125,2:valid,2:valid,,0.926
126,2:valid,2:valid,,0.629
127,1:bugged,2:valid,+,0.8
128,2:valid,2:valid,,0.978
129,2:valid,2:valid,,0.983
130,2:valid,2:valid,,0.997
131,2:valid,2:valid,,1
132,2:valid,2:valid,,0.962
133,2:valid,2:valid,,1
134,2:valid,2:valid,,1
135,2:valid,2:valid,,0.899
136,2:valid,2:valid,,1
137,2:valid,2:valid,,0.979
138,2:valid,2:valid,,0.971
139,2:valid,2:valid,,1
140,2:valid,2:valid,,0.903
141,2:valid,2:valid,,0.635
142,2:valid,2:valid,,1
143,2:valid,2:valid,,1
144,2:valid,2:valid,,1
145,2:valid,2:valid,,0.897
146,2:valid,2:valid,,0.966
147,2:valid,2:valid,,1
148,2:valid,2:valid,,0.999
149,2:valid,2:valid,,0.981
150,2:valid,2:valid,,1
151,2:valid,2:valid,,0.976
152,2:valid,2:valid,,0.999
153,2:valid,2:valid,,1
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,2:valid,2:valid,,1
157,2:valid,2:valid,,1
158,2:valid,2:valid,,0.994
159,2:valid,2:valid,,0.971
160,2:valid,2:valid,,1
161,2:valid,2:valid,,0.958
162,2:valid,2:valid,,1
163,2:valid,2:valid,,0.975
164,2:valid,2:valid,,1
165,2:valid,2:valid,,0.973
166,2:valid,2:valid,,1
167,1:bugged,2:valid,+,0.949
168,2:valid,2:valid,,1
169,2:valid,2:valid,,0.999
170,2:valid,2:valid,,1
171,2:valid,2:valid,,1
172,2:valid,2:valid,,1
173,2:valid,2:valid,,0.98
174,2:valid,2:valid,,1
175,2:valid,2:valid,,1
176,2:valid,2:valid,,1
177,2:valid,2:valid,,1
178,2:valid,2:valid,,0.874
179,2:valid,1:bugged,+,0.55
180,2:valid,2:valid,,1
181,2:valid,2:valid,,1
182,2:valid,2:valid,,1
183,2:valid,2:valid,,0.994
184,2:valid,2:valid,,1
185,2:valid,2:valid,,1
186,2:valid,2:valid,,1
187,2:valid,2:valid,,0.996
188,2:valid,2:valid,,0.975
189,2:valid,2:valid,,0.925
190,2:valid,2:valid,,0.984
191,2:valid,2:valid,,0.98
192,2:valid,2:valid,,0.977
193,2:valid,2:valid,,0.963
194,2:valid,2:valid,,0.983
195,1:bugged,2:valid,+,0.86
196,2:valid,2:valid,,1
197,2:valid,2:valid,,0.951
198,2:valid,2:valid,,0.997
199,2:valid,2:valid,,0.963
200,2:valid,2:valid,,1
201,2:valid,2:valid,,0.99
202,2:valid,1:bugged,+,0.534
203,2:valid,2:valid,,1
204,2:valid,2:valid,,1
205,2:valid,2:valid,,0.984
206,2:valid,2:valid,,1
207,2:valid,2:valid,,0.733
208,2:valid,2:valid,,1
209,2:valid,2:valid,,1
210,2:valid,2:valid,,1
211,2:valid,2:valid,,1
212,2:valid,2:valid,,1
213,2:valid,2:valid,,1
214,2:valid,2:valid,,1
215,2:valid,2:valid,,1
216,1:bugged,1:bugged,,0.586
217,2:valid,2:valid,,0.893
218,2:valid,2:valid,,0.962
219,2:valid,2:valid,,0.975
220,2:valid,2:valid,,0.979
221,2:valid,2:valid,,0.989
222,2:valid,2:valid,,1
223,2:valid,2:valid,,1
224,2:valid,2:valid,,0.886
225,2:valid,2:valid,,1
226,2:valid,2:valid,,0.998
227,2:valid,2:valid,,1
228,2:valid,2:valid,,1
229,2:valid,2:valid,,1
230,2:valid,2:valid,,0.999
231,1:bugged,2:valid,+,0.546
232,2:valid,2:valid,,0.965
233,2:valid,2:valid,,1
234,2:valid,2:valid,,0.971
235,2:valid,2:valid,,0.99
236,2:valid,2:valid,,1
237,2:valid,2:valid,,1
238,2:valid,2:valid,,1
239,2:valid,2:valid,,1
240,2:valid,2:valid,,1
241,2:valid,2:valid,,0.944
242,2:valid,2:valid,,1
243,2:valid,2:valid,,1
244,2:valid,2:valid,,0.952
245,2:valid,2:valid,,0.982
246,2:valid,2:valid,,1
247,2:valid,2:valid,,1
248,2:valid,2:valid,,0.999
249,2:valid,2:valid,,0.863
250,2:valid,2:valid,,0.704
251,2:valid,2:valid,,0.965
252,2:valid,2:valid,,1
253,2:valid,2:valid,,0.968
254,2:valid,2:valid,,0.941
255,2:valid,2:valid,,1
256,2:valid,2:valid,,1
257,2:valid,2:valid,,1
258,2:valid,2:valid,,1
259,2:valid,2:valid,,1
260,2:valid,2:valid,,0.982
261,2:valid,2:valid,,0.963
262,2:valid,2:valid,,0.999
263,2:valid,2:valid,,0.975
264,2:valid,2:valid,,0.985
265,2:valid,2:valid,,0.987
266,2:valid,2:valid,,1
267,2:valid,2:valid,,0.978
