FileName,inst#,actual,predicted,error,prediction
batik-test-old\src\test\java\org\apache\batik\svggen\Font2.java,1,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\InterpolatingAnimation.java,2,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\dom\CSSOMSVGComputedStyle.java,3,2:valid,2:valid,,0.0
batik-bridge\src\main\java\org\apache\batik\bridge\FlowTextLayoutFactory.java,4,2:valid,2:valid,,0.0
batik-svgbrowser\src\main\java\org\apache\batik\apps\svgbrowser\NodePickerPanel.java,5,2:valid,2:valid,,0.0
batik-bridge\src\main\java\org\apache\batik\bridge\SVGFeMorphologyElementBridge.java,6,2:valid,2:valid,,0.0
batik-bridge\src\main\java\org\apache\batik\bridge\ConcreteTextLayoutFactory.java,7,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\AbstractProcessingInstruction.java,8,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\values\AnimatablePathDataValue.java,9,2:valid,2:valid,,0.0
batik-test-old\src\test\java\org\apache\batik\test\MemoryLeakTestValidator.java,10,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\engine\value\svg\StrokeMiterlimitManager.java,11,2:valid,2:valid,,0.0
batik-gvt\src\main\java\org\apache\batik\gvt\event\SelectionListener.java,12,2:valid,2:valid,,0.0
batik-parser\src\main\java\org\apache\batik\parser\FragmentIdentifierParser.java,13,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\dom\SVGOMPatternElement.java,14,2:valid,2:valid,,0.0
batik-bridge\src\main\java\org\apache\batik\bridge\svg12\SVG12TextElementBridge.java,15,2:valid,2:valid,,0.0
batik-svggen\src\main\java\org\apache\batik\svggen\font\table\LigatureSet.java,16,2:valid,2:valid,,0.0
batik-svgbrowser\src\main\java\org\apache\batik\apps\svgbrowser\Application.java,17,2:valid,2:valid,,0.0
batik-test-old\src\test\java\org\apache\batik\svggen\Messages.java,18,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\events\DocumentEventSupport.java,19,2:valid,2:valid,,0.0
batik-awt-util\src\main\java\org\apache\batik\ext\awt\image\renderable\DiffuseLightingRable.java,20,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\util\DocumentDescriptor.java,21,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\parser\DefaultAttributeCondition.java,22,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\dom\XBLOMElement.java,23,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\DomExtension.java,24,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\timing\Interval.java,25,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\traversal\DOMTreeWalker.java,26,2:valid,2:valid,,0.0
batik-test-old\src\test\java\org\apache\batik\svggen\Bug4945.java,27,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\dom\SVGOMAnimatedBoolean.java,28,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\engine\StyleSheet.java,29,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\parser\DefaultDocumentHandler.java,30,2:valid,2:valid,,0.0
batik-gvt\src\main\java\org\apache\batik\gvt\font\GVTGlyphMetrics.java,31,2:valid,2:valid,,0.0
batik-dom\src\main\java\org\apache\batik\dom\xbl\XBLManagerData.java,32,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\engine\sac\CSSConditionFactory.java,33,2:valid,2:valid,,0.0
batik-test-old\src\test\java\org\apache\batik\svggen\Rescale.java,34,2:valid,2:valid,,0.0
batik-test-old\src\test\java\org\apache\batik\parser\LengthParserFailureTest.java,35,2:valid,2:valid,,0.0
batik-util\src\main\java\org\apache\batik\util\io\GenericDecoder.java,36,2:valid,2:valid,,0.0
batik-util\src\main\java\org\apache\batik\util\ParsedURLData.java,37,2:valid,2:valid,,0.0
batik-codec\src\main\java\org\apache\batik\ext\awt\image\codec\imageio\ImageIOJPEGImageWriter.java,38,2:valid,2:valid,,0.0
batik-svggen\src\main\java\org\apache\batik\svggen\SVGIDGenerator.java,39,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\engine\value\svg\ColorRenderingManager.java,40,2:valid,2:valid,,0.0
batik-svggen\src\main\java\org\apache\batik\svggen\SVGGraphics2DIOException.java,41,2:valid,2:valid,,0.0
batik-css\src\main\java\org\apache\batik\css\engine\CSSEngineEvent.java,42,2:valid,2:valid,,0.0
batik-awt-util\src\main\java\org\apache\batik\ext\awt\image\renderable\FloodRable.java,43,2:valid,2:valid,,0.0
batik-svgpp\src\main\java\org\apache\batik\apps\svgpp\Main.java,44,2:valid,2:valid,,0.0
batik-anim\src\main\java\org\apache\batik\anim\dom\SVGOMMPathElement.java,45,2:valid,2:valid,,0.0
