inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.994
2,2:valid,2:valid,,0.999
3,2:valid,2:valid,,1
4,2:valid,2:valid,,0.832
5,2:valid,2:valid,,0.998
6,2:valid,2:valid,,1
7,2:valid,2:valid,,1
8,2:valid,2:valid,,1
9,2:valid,2:valid,,0.964
10,2:valid,2:valid,,0.998
11,2:valid,2:valid,,0.995
12,2:valid,2:valid,,1
13,2:valid,2:valid,,0.959
14,2:valid,2:valid,,0.974
15,2:valid,2:valid,,0.881
16,2:valid,2:valid,,1
17,2:valid,2:valid,,0.931
18,2:valid,2:valid,,0.949
19,2:valid,2:valid,,0.992
20,2:valid,2:valid,,1
21,2:valid,2:valid,,0.997
22,2:valid,2:valid,,1
23,2:valid,2:valid,,0.98
24,2:valid,2:valid,,1
25,2:valid,2:valid,,0.963
26,2:valid,2:valid,,0.986
27,2:valid,2:valid,,1
28,2:valid,2:valid,,0.997
29,2:valid,2:valid,,1
30,2:valid,2:valid,,1
31,2:valid,2:valid,,1
32,2:valid,2:valid,,1
33,2:valid,2:valid,,1
34,2:valid,2:valid,,0.991
35,2:valid,2:valid,,0.952
36,2:valid,2:valid,,0.976
37,2:valid,2:valid,,1
38,2:valid,2:valid,,0.993
39,2:valid,2:valid,,0.997
40,2:valid,2:valid,,1
41,2:valid,2:valid,,1
42,2:valid,2:valid,,0.994
43,2:valid,2:valid,,1
44,2:valid,2:valid,,1
45,2:valid,2:valid,,0.996
46,2:valid,2:valid,,0.931
47,2:valid,2:valid,,0.999
48,2:valid,2:valid,,1
49,2:valid,2:valid,,1
50,2:valid,2:valid,,1
51,2:valid,2:valid,,0.997
52,2:valid,2:valid,,0.977
53,2:valid,2:valid,,0.998
54,2:valid,2:valid,,1
55,2:valid,2:valid,,0.991
56,2:valid,2:valid,,0.978
57,2:valid,2:valid,,1
58,2:valid,2:valid,,1
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.975
61,2:valid,2:valid,,1
62,2:valid,2:valid,,0.996
63,2:valid,2:valid,,1
