inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.996
2,2:valid,2:valid,,0.964
3,2:valid,2:valid,,1
4,2:valid,2:valid,,1
5,2:valid,2:valid,,0.992
6,2:valid,2:valid,,0.999
7,2:valid,1:bugged,+,0.55
8,2:valid,1:bugged,+,0.67
9,2:valid,2:valid,,1
10,2:valid,2:valid,,0.701
11,2:valid,2:valid,,0.998
12,2:valid,2:valid,,0.793
13,2:valid,2:valid,,1
14,2:valid,2:valid,,1
15,2:valid,2:valid,,1
16,2:valid,2:valid,,0.981
17,2:valid,2:valid,,0.999
18,2:valid,2:valid,,1
19,2:valid,2:valid,,0.995
20,2:valid,2:valid,,0.999
21,2:valid,2:valid,,0.717
22,2:valid,2:valid,,0.975
23,2:valid,2:valid,,0.956
24,2:valid,2:valid,,0.57
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.713
27,2:valid,2:valid,,0.859
28,2:valid,2:valid,,0.996
29,2:valid,2:valid,,0.999
30,2:valid,2:valid,,1
31,2:valid,2:valid,,0.991
32,2:valid,2:valid,,1
33,2:valid,2:valid,,1
34,2:valid,1:bugged,+,0.518
35,2:valid,2:valid,,0.999
36,2:valid,2:valid,,0.996
37,2:valid,2:valid,,0.506
38,2:valid,2:valid,,1
39,2:valid,2:valid,,0.982
40,2:valid,2:valid,,1
41,2:valid,2:valid,,0.995
42,2:valid,2:valid,,0.927
43,2:valid,2:valid,,1
44,2:valid,2:valid,,0.951
45,2:valid,2:valid,,0.994
46,2:valid,2:valid,,0.908
47,2:valid,2:valid,,0.996
48,2:valid,2:valid,,0.979
49,2:valid,2:valid,,0.998
50,2:valid,2:valid,,0.999
51,2:valid,2:valid,,1
52,2:valid,2:valid,,1
53,2:valid,2:valid,,0.972
54,2:valid,2:valid,,0.999
55,2:valid,2:valid,,1
56,2:valid,2:valid,,0.99
57,2:valid,2:valid,,1
58,2:valid,2:valid,,0.998
59,2:valid,2:valid,,1
60,2:valid,2:valid,,0.798
61,2:valid,2:valid,,0.999
62,2:valid,2:valid,,0.701
63,2:valid,2:valid,,0.993
64,2:valid,2:valid,,0.689
65,2:valid,2:valid,,1
66,2:valid,2:valid,,1
67,2:valid,2:valid,,0.994
68,2:valid,2:valid,,0.958
69,2:valid,2:valid,,0.703
70,2:valid,2:valid,,1
71,2:valid,2:valid,,0.916
72,2:valid,2:valid,,1
73,2:valid,2:valid,,0.508
74,2:valid,2:valid,,0.994
75,2:valid,2:valid,,0.866
76,2:valid,1:bugged,+,0.558
77,2:valid,2:valid,,0.996
78,2:valid,2:valid,,0.985
79,2:valid,2:valid,,1
80,2:valid,2:valid,,0.995
81,2:valid,2:valid,,0.606
82,2:valid,2:valid,,0.984
83,2:valid,2:valid,,0.995
84,2:valid,2:valid,,1
85,2:valid,2:valid,,1
86,2:valid,2:valid,,0.996
87,2:valid,2:valid,,0.599
88,2:valid,2:valid,,0.818
89,2:valid,2:valid,,0.673
90,2:valid,2:valid,,0.998
91,2:valid,2:valid,,0.99
92,2:valid,2:valid,,0.998
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,0.995
96,2:valid,2:valid,,0.782
97,2:valid,2:valid,,0.996
98,2:valid,2:valid,,0.993
99,2:valid,2:valid,,1
100,2:valid,2:valid,,0.991
101,2:valid,2:valid,,0.728
102,2:valid,2:valid,,0.999
103,2:valid,2:valid,,1
104,2:valid,2:valid,,0.992
105,2:valid,2:valid,,0.999
106,2:valid,2:valid,,1
107,2:valid,2:valid,,0.792
108,2:valid,2:valid,,0.998
109,2:valid,2:valid,,0.756
110,2:valid,2:valid,,0.99
111,2:valid,2:valid,,1
112,2:valid,2:valid,,1
113,2:valid,2:valid,,1
114,2:valid,2:valid,,1
115,2:valid,2:valid,,1
116,2:valid,2:valid,,0.792
117,2:valid,2:valid,,0.814
118,2:valid,2:valid,,0.528
119,2:valid,1:bugged,+,0.685
120,2:valid,2:valid,,1
121,2:valid,2:valid,,0.999
122,2:valid,2:valid,,0.879
123,2:valid,2:valid,,0.981
124,2:valid,2:valid,,0.833
125,2:valid,2:valid,,1
126,2:valid,1:bugged,+,0.569
127,2:valid,2:valid,,1
128,2:valid,2:valid,,1
129,2:valid,2:valid,,0.723
130,2:valid,2:valid,,0.672
131,2:valid,2:valid,,1
132,2:valid,2:valid,,0.997
133,2:valid,2:valid,,0.996
134,2:valid,2:valid,,1
135,2:valid,2:valid,,1
136,2:valid,2:valid,,0.998
137,2:valid,2:valid,,0.997
138,2:valid,2:valid,,0.999
139,2:valid,2:valid,,0.998
140,2:valid,2:valid,,0.996
141,2:valid,2:valid,,1
142,2:valid,2:valid,,1
143,2:valid,2:valid,,1
144,2:valid,2:valid,,0.688
145,2:valid,2:valid,,0.996
146,2:valid,2:valid,,0.839
147,2:valid,1:bugged,+,0.573
148,2:valid,2:valid,,0.994
149,2:valid,2:valid,,0.998
150,2:valid,2:valid,,1
151,2:valid,2:valid,,0.999
152,2:valid,2:valid,,0.978
153,2:valid,2:valid,,0.989
154,2:valid,2:valid,,1
155,2:valid,1:bugged,+,0.731
156,2:valid,2:valid,,0.966
157,2:valid,2:valid,,0.989
158,2:valid,2:valid,,0.995
159,2:valid,2:valid,,1
160,2:valid,2:valid,,0.999
161,2:valid,2:valid,,0.517
