inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.992
2,2:valid,2:valid,,0.968
3,2:valid,2:valid,,1
4,2:valid,2:valid,,0.999
5,2:valid,2:valid,,0.966
6,2:valid,2:valid,,0.992
7,2:valid,2:valid,,0.539
8,2:valid,1:bugged,+,0.622
9,2:valid,2:valid,,0.998
10,2:valid,2:valid,,0.968
11,2:valid,2:valid,,0.997
12,2:valid,2:valid,,0.996
13,2:valid,2:valid,,0.998
14,2:valid,2:valid,,1
15,2:valid,2:valid,,1
16,2:valid,2:valid,,0.996
17,2:valid,2:valid,,0.999
18,2:valid,2:valid,,1
19,2:valid,2:valid,,0.999
20,2:valid,2:valid,,0.991
21,2:valid,2:valid,,0.764
22,2:valid,2:valid,,0.995
23,2:valid,2:valid,,0.954
24,2:valid,2:valid,,0.619
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.72
27,2:valid,2:valid,,0.968
28,2:valid,2:valid,,0.997
29,2:valid,2:valid,,1
30,2:valid,2:valid,,1
31,2:valid,2:valid,,0.977
32,2:valid,2:valid,,1
33,2:valid,2:valid,,1
34,2:valid,1:bugged,+,0.536
35,2:valid,2:valid,,1
36,2:valid,2:valid,,0.962
37,2:valid,2:valid,,0.501
38,2:valid,2:valid,,1
39,2:valid,2:valid,,0.947
40,2:valid,2:valid,,1
41,2:valid,2:valid,,0.992
42,2:valid,2:valid,,0.983
43,2:valid,2:valid,,0.996
44,2:valid,2:valid,,0.959
45,2:valid,2:valid,,0.999
46,2:valid,2:valid,,0.968
47,2:valid,2:valid,,0.999
48,2:valid,2:valid,,0.99
49,2:valid,2:valid,,0.998
50,2:valid,2:valid,,0.999
51,2:valid,2:valid,,0.994
52,2:valid,2:valid,,0.998
53,2:valid,2:valid,,0.984
54,2:valid,2:valid,,0.993
55,2:valid,2:valid,,0.999
56,2:valid,2:valid,,1
57,2:valid,2:valid,,1
58,2:valid,2:valid,,1
59,2:valid,2:valid,,0.999
60,2:valid,2:valid,,0.99
61,2:valid,2:valid,,0.998
62,2:valid,2:valid,,0.798
63,2:valid,2:valid,,0.999
64,2:valid,2:valid,,0.755
65,2:valid,2:valid,,1
66,2:valid,2:valid,,1
67,2:valid,2:valid,,1
68,2:valid,2:valid,,0.992
69,2:valid,2:valid,,0.974
70,2:valid,2:valid,,1
71,2:valid,2:valid,,0.966
72,2:valid,2:valid,,0.992
73,2:valid,2:valid,,0.506
74,2:valid,2:valid,,0.996
75,2:valid,2:valid,,0.962
76,2:valid,2:valid,,0.952
77,2:valid,2:valid,,0.994
78,2:valid,2:valid,,0.986
79,2:valid,2:valid,,1
80,2:valid,2:valid,,0.998
81,2:valid,2:valid,,0.986
82,2:valid,2:valid,,0.996
83,2:valid,2:valid,,0.995
84,2:valid,2:valid,,1
85,2:valid,2:valid,,0.997
86,2:valid,2:valid,,1
87,2:valid,2:valid,,0.985
88,2:valid,2:valid,,0.989
89,2:valid,2:valid,,0.983
90,2:valid,2:valid,,0.93
91,2:valid,2:valid,,0.984
92,2:valid,2:valid,,0.996
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,0.99
96,2:valid,2:valid,,0.896
97,2:valid,2:valid,,1
98,2:valid,2:valid,,1
99,2:valid,2:valid,,1
100,2:valid,2:valid,,0.978
101,2:valid,2:valid,,0.994
102,2:valid,2:valid,,0.987
103,2:valid,2:valid,,1
104,2:valid,2:valid,,0.995
105,2:valid,2:valid,,0.989
106,2:valid,2:valid,,0.99
107,2:valid,2:valid,,0.996
108,2:valid,2:valid,,0.996
109,2:valid,2:valid,,0.747
110,2:valid,2:valid,,0.995
111,2:valid,2:valid,,0.998
112,2:valid,2:valid,,0.998
113,2:valid,2:valid,,0.988
114,2:valid,2:valid,,0.996
115,2:valid,2:valid,,0.995
116,2:valid,2:valid,,0.856
117,2:valid,2:valid,,0.942
118,2:valid,2:valid,,0.9
119,2:valid,2:valid,,0.693
120,2:valid,2:valid,,1
121,2:valid,2:valid,,1
122,2:valid,2:valid,,0.974
123,2:valid,2:valid,,0.999
124,2:valid,2:valid,,0.994
125,2:valid,2:valid,,1
126,2:valid,2:valid,,1
127,2:valid,2:valid,,0.999
128,2:valid,2:valid,,1
129,2:valid,2:valid,,0.978
130,2:valid,2:valid,,0.775
131,2:valid,2:valid,,1
132,2:valid,2:valid,,0.999
133,2:valid,2:valid,,0.997
134,2:valid,2:valid,,1
135,2:valid,2:valid,,0.998
136,2:valid,2:valid,,0.982
137,2:valid,2:valid,,0.994
138,2:valid,2:valid,,1
139,2:valid,2:valid,,1
140,2:valid,2:valid,,0.984
141,2:valid,2:valid,,1
142,2:valid,2:valid,,1
143,2:valid,2:valid,,0.998
144,2:valid,2:valid,,0.726
145,2:valid,2:valid,,0.999
146,2:valid,2:valid,,0.979
147,2:valid,2:valid,,0.974
148,2:valid,2:valid,,0.978
149,2:valid,2:valid,,1
150,2:valid,2:valid,,1
151,2:valid,2:valid,,0.997
152,2:valid,2:valid,,0.99
153,2:valid,2:valid,,0.969
154,2:valid,2:valid,,0.996
155,2:valid,2:valid,,0.768
156,2:valid,2:valid,,0.996
157,2:valid,2:valid,,0.991
158,2:valid,2:valid,,0.996
159,2:valid,2:valid,,0.998
160,2:valid,2:valid,,0.999
161,2:valid,2:valid,,0.596
162,2:valid,2:valid,,0.989
163,2:valid,2:valid,,0.997
164,2:valid,2:valid,,0.975
165,2:valid,2:valid,,1
166,2:valid,2:valid,,0.995
167,2:valid,2:valid,,1
168,2:valid,2:valid,,0.994
169,2:valid,2:valid,,0.999
170,2:valid,2:valid,,1
171,2:valid,2:valid,,1
172,2:valid,2:valid,,0.997
173,2:valid,2:valid,,1
174,2:valid,2:valid,,0.944
175,2:valid,2:valid,,0.996
176,2:valid,2:valid,,0.983
177,2:valid,2:valid,,0.991
178,2:valid,1:bugged,+,0.582
179,2:valid,2:valid,,1
180,2:valid,2:valid,,1
181,2:valid,2:valid,,1
182,2:valid,2:valid,,0.975
183,2:valid,1:bugged,+,0.507
184,2:valid,2:valid,,0.996
185,2:valid,2:valid,,0.988
186,2:valid,2:valid,,0.999
187,2:valid,2:valid,,0.991
188,2:valid,2:valid,,0.91
189,2:valid,2:valid,,0.997
190,2:valid,2:valid,,0.998
191,2:valid,2:valid,,1
192,2:valid,2:valid,,1
193,2:valid,2:valid,,0.997
194,2:valid,2:valid,,1
195,2:valid,2:valid,,1
196,2:valid,2:valid,,0.992
197,2:valid,2:valid,,0.951
198,2:valid,2:valid,,0.999
199,2:valid,2:valid,,0.805
200,2:valid,2:valid,,0.995
201,2:valid,2:valid,,0.998
202,2:valid,2:valid,,0.99
203,2:valid,2:valid,,1
204,2:valid,2:valid,,0.998
205,2:valid,2:valid,,0.993
206,2:valid,2:valid,,0.921
207,2:valid,2:valid,,1
208,2:valid,2:valid,,1
209,2:valid,2:valid,,0.997
210,2:valid,2:valid,,0.993
211,2:valid,2:valid,,1
212,2:valid,2:valid,,0.934
213,2:valid,2:valid,,1
214,2:valid,2:valid,,0.991
215,2:valid,2:valid,,1
216,2:valid,2:valid,,0.999
217,2:valid,2:valid,,0.998
218,2:valid,2:valid,,0.999
219,2:valid,2:valid,,0.998
220,2:valid,2:valid,,0.989
221,2:valid,2:valid,,1
222,2:valid,2:valid,,1
223,2:valid,2:valid,,0.972
224,2:valid,2:valid,,0.998
225,2:valid,2:valid,,0.996
226,2:valid,2:valid,,0.998
227,2:valid,2:valid,,0.992
228,2:valid,2:valid,,1
229,2:valid,2:valid,,0.992
230,2:valid,2:valid,,0.977
231,2:valid,2:valid,,0.996
232,2:valid,2:valid,,0.984
233,2:valid,2:valid,,1
234,2:valid,2:valid,,1
235,2:valid,2:valid,,0.953
236,2:valid,2:valid,,0.997
237,2:valid,2:valid,,0.758
238,2:valid,1:bugged,+,0.814
239,2:valid,2:valid,,0.854
240,2:valid,2:valid,,1
241,2:valid,2:valid,,1
242,2:valid,2:valid,,1
243,2:valid,2:valid,,0.956
244,2:valid,2:valid,,1
245,2:valid,2:valid,,0.996
246,2:valid,2:valid,,0.999
247,2:valid,2:valid,,1
