inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.995
2,2:valid,2:valid,,1
3,2:valid,2:valid,,1
4,2:valid,2:valid,,0.673
5,2:valid,2:valid,,0.996
6,2:valid,2:valid,,1
7,2:valid,2:valid,,0.996
8,2:valid,2:valid,,0.996
9,2:valid,2:valid,,1
10,2:valid,2:valid,,1
11,1:bugged,1:bugged,,0.706
12,2:valid,2:valid,,0.997
13,2:valid,2:valid,,0.998
14,2:valid,2:valid,,1
15,2:valid,2:valid,,0.995
16,2:valid,2:valid,,1
17,2:valid,2:valid,,1
18,2:valid,2:valid,,1
19,2:valid,2:valid,,1
20,2:valid,2:valid,,0.999
21,2:valid,2:valid,,1
22,2:valid,2:valid,,0.999
23,2:valid,2:valid,,1
24,2:valid,2:valid,,1
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.999
27,2:valid,2:valid,,1
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,1
31,2:valid,2:valid,,0.978
32,2:valid,2:valid,,0.994
33,2:valid,2:valid,,1
34,2:valid,2:valid,,0.701
35,2:valid,2:valid,,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,0.979
38,2:valid,2:valid,,1
39,2:valid,2:valid,,1
40,2:valid,2:valid,,1
41,2:valid,2:valid,,0.998
42,2:valid,2:valid,,0.999
43,2:valid,2:valid,,0.995
44,2:valid,2:valid,,1
45,1:bugged,1:bugged,,0.539
46,2:valid,2:valid,,0.99
47,2:valid,2:valid,,0.997
48,2:valid,2:valid,,1
49,2:valid,2:valid,,0.986
50,2:valid,2:valid,,0.999
51,2:valid,2:valid,,0.835
52,2:valid,2:valid,,1
53,2:valid,2:valid,,1
54,2:valid,2:valid,,0.99
55,2:valid,2:valid,,0.998
56,2:valid,2:valid,,0.999
57,2:valid,2:valid,,1
58,2:valid,2:valid,,0.999
59,2:valid,2:valid,,1
60,2:valid,2:valid,,1
61,2:valid,2:valid,,0.997
62,2:valid,2:valid,,1
63,2:valid,2:valid,,1
64,2:valid,2:valid,,0.973
65,2:valid,2:valid,,1
66,2:valid,2:valid,,1
67,2:valid,2:valid,,0.999
68,2:valid,2:valid,,1
69,2:valid,2:valid,,1
70,2:valid,2:valid,,1
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,1
75,2:valid,2:valid,,1
76,2:valid,2:valid,,1
77,2:valid,2:valid,,1
78,2:valid,2:valid,,1
79,2:valid,2:valid,,0.999
80,2:valid,2:valid,,1
81,2:valid,2:valid,,1
82,2:valid,2:valid,,1
83,1:bugged,1:bugged,,0.61
84,2:valid,2:valid,,1
85,2:valid,2:valid,,1
86,2:valid,2:valid,,1
87,2:valid,2:valid,,1
88,2:valid,2:valid,,1
89,2:valid,2:valid,,1
90,2:valid,2:valid,,0.989
91,2:valid,2:valid,,1
92,2:valid,2:valid,,1
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,0.998
96,2:valid,2:valid,,1
97,2:valid,2:valid,,1
98,2:valid,2:valid,,1
99,1:bugged,2:valid,+,0.763
100,2:valid,2:valid,,0.994
101,1:bugged,2:valid,+,0.651
102,2:valid,2:valid,,0.857
103,2:valid,2:valid,,1
104,2:valid,2:valid,,1
105,2:valid,2:valid,,0.982
106,2:valid,2:valid,,1
107,2:valid,2:valid,,1
108,2:valid,2:valid,,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,0.997
111,2:valid,2:valid,,1
112,2:valid,2:valid,,0.999
113,2:valid,2:valid,,0.746
114,2:valid,2:valid,,0.998
115,2:valid,2:valid,,0.988
116,2:valid,2:valid,,1
117,2:valid,2:valid,,0.999
118,2:valid,2:valid,,0.847
119,2:valid,2:valid,,1
120,2:valid,2:valid,,0.993
121,2:valid,2:valid,,0.997
122,2:valid,2:valid,,0.894
123,2:valid,2:valid,,0.996
124,2:valid,2:valid,,1
125,2:valid,2:valid,,1
126,2:valid,2:valid,,0.908
127,2:valid,2:valid,,1
