[Priors]
[0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
[InitialTests]
0
9
1
2
[TestDetails]
0;[1];[1];1
1;[15, 16, 18];[15, 16, 18];0
2;[2, 4, 5, 6, 7, 11, 12, 13, 16, 17];[2, 4, 5, 6, 7, 11, 12, 13, 16, 17];0
3;[4, 11, 21];[4, 11, 21];0
4;[4, 6, 8, 16, 17, 23];[4, 6, 8, 16, 17, 23];0
5;[2, 15, 16, 18];[2, 15, 16, 18];0
6;[4, 6, 7, 8, 11, 15, 16, 17, 18, 20, 21, 23];[4, 6, 7, 8, 11, 15, 16, 17, 18, 20, 21, 23];0
7;[2, 4, 6, 11, 16, 17, 23];[2, 4, 6, 11, 16, 17, 23];0
8;[4, 23];[4, 23];0
9;[1, 2, 4, 10, 23];[1, 2, 4, 10, 23];1
10;[4, 8, 21, 23];[4, 8, 21, 23];0
11;[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 21, 23];[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 21, 23];0
12;[3, 4, 6, 11, 13, 15, 16, 17, 18, 20, 21, 23];[3, 4, 6, 11, 13, 15, 16, 17, 18, 20, 21, 23];0
13;[2, 4, 6, 11, 12, 13, 14, 15, 16, 17, 18, 23];[2, 4, 6, 11, 12, 13, 14, 15, 16, 17, 18, 23];0
14;[2, 4, 6, 15, 16, 17, 23];[2, 4, 6, 15, 16, 17, 23];0
15;[23];[23];0
16;[3, 4, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23];[3, 4, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23];0
17;[4, 8, 15, 16, 17, 18, 20];[4, 8, 15, 16, 17, 18, 20];0
18;[1];[1];1
19;[2, 3, 4, 6, 11, 12, 13, 16, 17, 23];[2, 3, 4, 6, 11, 12, 13, 16, 17, 23];0
20;[2, 4, 23];[2, 4, 23];0
21;[3, 4, 6, 11, 13, 16, 17, 21, 23];[3, 4, 6, 11, 13, 16, 17, 21, 23];0
22;[15, 16];[15, 16];0
23;[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23];[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23];1
24;[4, 8, 15, 16, 18, 23];[4, 8, 15, 16, 18, 23];0
25;[4];[4];0
26;[4, 15, 16, 17, 18, 20, 23];[4, 15, 16, 17, 18, 20, 23];0
27;[2, 4, 6, 7, 8, 11, 13, 15, 16, 17, 18, 23];[2, 4, 6, 7, 8, 11, 13, 15, 16, 17, 18, 23];0
28;[4, 8];[4, 8];0
29;[3, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22];[3, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22];0
