[Priors]
[0.17800000000000002, 0.024, 0.667, 0.024, 0.01, 0.014, 0.23900000000000002, 0.022, 0.511, 0.14500000000000002, 0.843, 0.039, 0.086, 0.187, 0.28, 0.051000000000000004, 0.023, 0.024, 0.01, 0.012, 0.405, 0.013000000000000001, 0.026000000000000002, 0.01, 0.54, 0.019, 0.016, 0.011]
[Bugs]
0
[InitialTests]
0
6
1
2
[TestDetails]
0;[0, 1, 2, 3, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27];[0, 1, 2, 3, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27];1
1;[4, 8, 14, 17, 18, 19, 21];[4, 8, 14, 17, 18, 19, 21];0
2;[4, 14, 17, 18];[4, 14, 17, 18];0
3;[6, 7, 8, 18, 20, 25];[6, 7, 8, 18, 20, 25];0
4;[4, 14, 17, 18, 19, 21, 24];[4, 14, 17, 18, 19, 21, 24];0
5;[3, 4, 8, 14, 17, 18, 19, 21];[3, 4, 8, 14, 17, 18, 19, 21];0
6;[0, 2, 4, 6, 7, 8, 11, 12, 14, 15, 17, 18, 19, 20, 21];[0, 2, 4, 6, 7, 8, 11, 12, 14, 15, 17, 18, 19, 20, 21];1
7;[1, 3, 8];[1, 3, 8];0
8;[1, 2, 6, 7, 8, 9, 12, 15, 18, 19, 20, 23];[1, 2, 6, 7, 8, 9, 12, 15, 18, 19, 20, 23];0
9;[1, 3, 6, 7, 12, 18, 20, 25];[1, 3, 6, 7, 12, 18, 20, 25];0
10;[1];[1];0
11;[14, 17, 18, 19, 21];[14, 17, 18, 19, 21];0
12;[1, 6, 7, 8, 18, 20, 25];[1, 6, 7, 8, 18, 20, 25];0
13;[4, 6, 7, 8, 14, 16, 17, 18, 19, 20, 21, 24, 25];[4, 6, 7, 8, 14, 16, 17, 18, 19, 20, 21, 24, 25];0
14;[7];[7];0
15;[0, 1, 3, 5, 6, 7, 8, 12, 24];[0, 1, 3, 5, 6, 7, 8, 12, 24];0
16;[2, 12, 14, 15, 17, 18, 19, 21];[2, 12, 14, 15, 17, 18, 19, 21];0
17;[2, 6, 7, 12, 15, 18, 19, 20, 23];[2, 6, 7, 12, 15, 18, 19, 20, 23];0
18;[1];[1];0
19;[2, 6, 7, 12, 15, 17, 18, 19, 20, 21, 23, 24];[2, 6, 7, 12, 15, 17, 18, 19, 20, 21, 23, 24];0
20;[25];[25];0
21;[0, 2, 6, 7, 8, 9, 12, 18, 20, 23, 24, 26];[0, 2, 6, 7, 8, 9, 12, 18, 20, 23, 24, 26];1
22;[1, 6, 7, 12, 18, 20, 25];[1, 6, 7, 12, 18, 20, 25];0
23;[2, 3, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25];[2, 3, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25];0
24;[4, 8, 14, 16, 17, 18, 20, 24];[4, 8, 14, 16, 17, 18, 20, 24];0
25;[1, 8];[1, 8];0
26;[1, 3, 6, 7, 8, 12, 18, 20, 22, 25];[1, 3, 6, 7, 8, 12, 18, 20, 22, 25];0
27;[1, 3, 5, 6, 7, 10, 12, 18, 20, 25, 27];[1, 3, 5, 6, 7, 10, 12, 18, 20, 25, 27];0
28;[2, 6, 7, 12, 15, 18, 19, 20, 23, 24];[2, 6, 7, 12, 15, 18, 19, 20, 23, 24];0
