[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
0
1
[TestDetails]
0;[0, 1, 2, 3, 5, 6, 7, 9, 11, 12, 14, 15, 16];[0, 1, 2, 3, 5, 6, 7, 9, 11, 12, 14, 15, 16];1
1;[4, 6, 8, 12, 13, 14];[4, 6, 8, 12, 13, 14];0
2;[4, 12];[4, 12];0
3;[6, 7, 8, 16];[6, 7, 8, 16];0
4;[4, 6, 12, 13, 14, 15];[4, 6, 12, 13, 14, 15];0
5;[3, 4, 6, 8, 12, 13, 14];[3, 4, 6, 8, 12, 13, 14];0
6;[0, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14];[0, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14];1
7;[1, 3, 6, 8];[1, 3, 6, 8];0
8;[1, 2, 6, 7, 8, 9, 11, 13];[1, 2, 6, 7, 8, 9, 11, 13];0
9;[1, 3, 7, 11, 16];[1, 3, 7, 11, 16];0
10;[1];[1];0
