inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,0.998
2,2:valid,2:valid,,1
3,1:bugged,2:valid,+,0.873
4,2:valid,2:valid,,0.999
5,1:bugged,2:valid,+,0.997
6,2:valid,2:valid,,0.998
7,2:valid,2:valid,,1
8,1:bugged,2:valid,+,0.999
9,1:bugged,2:valid,+,1
10,2:valid,2:valid,,1
11,2:valid,2:valid,,1
12,2:valid,2:valid,,1
13,2:valid,2:valid,,1
14,1:bugged,2:valid,+,0.999
15,2:valid,2:valid,,0.998
16,2:valid,2:valid,,1
17,1:bugged,2:valid,+,0.999
18,2:valid,2:valid,,0.995
19,2:valid,2:valid,,0.999
20,2:valid,2:valid,,0.999
21,1:bugged,2:valid,+,0.999
22,1:bugged,2:valid,+,0.833
23,1:bugged,2:valid,+,1
24,1:bugged,2:valid,+,0.997
25,2:valid,2:valid,,1
26,2:valid,2:valid,,1
27,2:valid,2:valid,,0.998
28,2:valid,2:valid,,0.999
29,2:valid,2:valid,,0.998
30,2:valid,2:valid,,1
31,2:valid,2:valid,,1
32,2:valid,2:valid,,1
33,1:bugged,2:valid,+,0.994
34,2:valid,2:valid,,1
35,1:bugged,2:valid,+,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,0.997
38,2:valid,2:valid,,1
39,2:valid,2:valid,,1
40,2:valid,2:valid,,1
41,1:bugged,2:valid,+,0.998
42,1:bugged,2:valid,+,0.997
43,2:valid,2:valid,,0.936
44,2:valid,2:valid,,1
45,2:valid,2:valid,,0.999
46,1:bugged,2:valid,+,0.989
47,1:bugged,2:valid,+,0.999
48,2:valid,2:valid,,1
49,2:valid,2:valid,,0.999
50,2:valid,2:valid,,1
51,2:valid,2:valid,,0.889
52,2:valid,2:valid,,0.922
53,1:bugged,2:valid,+,0.998
54,1:bugged,2:valid,+,0.998
55,2:valid,2:valid,,0.912
56,2:valid,2:valid,,1
57,2:valid,2:valid,,1
58,1:bugged,2:valid,+,0.998
59,2:valid,2:valid,,1
60,2:valid,2:valid,,1
61,2:valid,2:valid,,1
62,2:valid,2:valid,,1
63,1:bugged,2:valid,+,1
64,1:bugged,2:valid,+,0.997
65,2:valid,2:valid,,0.998
66,2:valid,2:valid,,1
67,2:valid,2:valid,,1
68,2:valid,2:valid,,0.999
69,2:valid,2:valid,,0.999
70,1:bugged,2:valid,+,0.994
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,0.999
74,2:valid,2:valid,,1
75,1:bugged,2:valid,+,0.979
76,1:bugged,2:valid,+,0.993
77,2:valid,2:valid,,1
78,2:valid,2:valid,,1
79,2:valid,2:valid,,1
80,1:bugged,2:valid,+,1
81,1:bugged,2:valid,+,0.997
82,2:valid,2:valid,,1
83,2:valid,2:valid,,1
84,2:valid,2:valid,,1
85,2:valid,2:valid,,0.999
86,2:valid,2:valid,,0.999
87,2:valid,2:valid,,1
88,2:valid,2:valid,,1
89,2:valid,2:valid,,0.999
90,2:valid,2:valid,,0.999
91,2:valid,2:valid,,1
92,1:bugged,2:valid,+,0.99
93,2:valid,2:valid,,0.999
94,1:bugged,2:valid,+,0.992
95,1:bugged,2:valid,+,0.999
96,1:bugged,2:valid,+,0.991
97,2:valid,2:valid,,1
98,2:valid,2:valid,,1
99,2:valid,2:valid,,0.999
100,2:valid,2:valid,,0.995
101,1:bugged,2:valid,+,0.997
102,2:valid,2:valid,,0.99
103,2:valid,2:valid,,0.961
104,2:valid,2:valid,,1
105,1:bugged,2:valid,+,0.99
106,2:valid,2:valid,,0.998
107,1:bugged,2:valid,+,1
108,1:bugged,2:valid,+,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,0.999
111,1:bugged,2:valid,+,0.994
112,2:valid,2:valid,,1
113,2:valid,2:valid,,1
114,2:valid,2:valid,,1
115,1:bugged,2:valid,+,0.994
116,2:valid,2:valid,,1
117,2:valid,2:valid,,0.997
118,2:valid,2:valid,,1
119,2:valid,2:valid,,1
120,2:valid,2:valid,,1
121,2:valid,2:valid,,1
122,1:bugged,2:valid,+,0.995
123,1:bugged,2:valid,+,0.986
124,2:valid,2:valid,,1
125,2:valid,2:valid,,0.912
126,2:valid,2:valid,,1
127,1:bugged,2:valid,+,0.998
128,1:bugged,2:valid,+,1
129,1:bugged,2:valid,+,0.995
130,1:bugged,2:valid,+,0.947
131,1:bugged,2:valid,+,0.996
132,2:valid,2:valid,,1
133,2:valid,2:valid,,0.998
134,1:bugged,2:valid,+,0.992
135,1:bugged,2:valid,+,0.995
136,2:valid,2:valid,,1
137,2:valid,2:valid,,1
138,2:valid,2:valid,,0.997
139,2:valid,2:valid,,1
140,2:valid,2:valid,,0.999
141,2:valid,2:valid,,1
142,1:bugged,2:valid,+,1
143,1:bugged,2:valid,+,0.994
144,2:valid,2:valid,,0.999
145,1:bugged,2:valid,+,0.922
146,2:valid,2:valid,,1
147,2:valid,2:valid,,1
148,2:valid,2:valid,,1
149,2:valid,2:valid,,0.998
150,2:valid,2:valid,,0.999
151,1:bugged,2:valid,+,0.996
152,2:valid,2:valid,,0.999
153,1:bugged,2:valid,+,0.966
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,2:valid,2:valid,,0.997
157,2:valid,2:valid,,0.998
158,1:bugged,2:valid,+,0.996
159,1:bugged,2:valid,+,0.922
160,2:valid,2:valid,,1
161,2:valid,2:valid,,1
162,1:bugged,2:valid,+,0.995
163,1:bugged,2:valid,+,0.994
164,2:valid,2:valid,,0.999
165,2:valid,2:valid,,1
166,2:valid,2:valid,,0.993
167,2:valid,2:valid,,0.999
168,1:bugged,2:valid,+,0.894
169,1:bugged,2:valid,+,0.989
170,1:bugged,2:valid,+,1
171,2:valid,2:valid,,1
172,1:bugged,2:valid,+,1
173,2:valid,2:valid,,1
174,2:valid,2:valid,,1
175,2:valid,2:valid,,1
176,1:bugged,2:valid,+,0.789
177,1:bugged,2:valid,+,0.985
178,2:valid,2:valid,,0.881
179,2:valid,2:valid,,0.981
180,2:valid,2:valid,,1
181,2:valid,2:valid,,1
182,2:valid,2:valid,,1
183,1:bugged,2:valid,+,0.998
184,2:valid,2:valid,,0.991
185,1:bugged,2:valid,+,0.997
186,2:valid,2:valid,,0.999
187,1:bugged,2:valid,+,0.998
188,2:valid,2:valid,,1
189,1:bugged,2:valid,+,1
190,1:bugged,2:valid,+,0.986
191,2:valid,2:valid,,0.999
192,2:valid,2:valid,,1
193,1:bugged,2:valid,+,0.996
194,2:valid,2:valid,,1
195,2:valid,2:valid,,1
196,2:valid,2:valid,,1
197,2:valid,2:valid,,1
198,2:valid,2:valid,,1
199,1:bugged,2:valid,+,1
200,2:valid,2:valid,,1
201,2:valid,2:valid,,0.995
202,2:valid,2:valid,,1
203,1:bugged,2:valid,+,0.998
204,1:bugged,2:valid,+,1
205,2:valid,2:valid,,0.999
206,1:bugged,2:valid,+,0.887
207,1:bugged,2:valid,+,0.999
208,2:valid,2:valid,,1
209,2:valid,2:valid,,0.872
210,1:bugged,2:valid,+,0.991
211,2:valid,2:valid,,0.996
212,2:valid,2:valid,,0.995
213,1:bugged,2:valid,+,0.991
214,1:bugged,2:valid,+,0.999
215,2:valid,2:valid,,0.999
216,2:valid,2:valid,,0.999
217,2:valid,2:valid,,1
218,1:bugged,2:valid,+,0.996
219,2:valid,2:valid,,1
220,1:bugged,2:valid,+,0.998
221,1:bugged,2:valid,+,0.998
222,2:valid,2:valid,,1
223,1:bugged,2:valid,+,0.839
224,1:bugged,2:valid,+,0.998
225,2:valid,2:valid,,1
226,2:valid,2:valid,,0.999
227,2:valid,2:valid,,0.997
228,2:valid,2:valid,,1
229,2:valid,2:valid,,1
230,2:valid,2:valid,,1
231,2:valid,2:valid,,0.994
232,1:bugged,2:valid,+,0.995
233,1:bugged,2:valid,+,0.996
234,2:valid,2:valid,,1
235,1:bugged,2:valid,+,0.955
236,2:valid,2:valid,,0.998
237,2:valid,2:valid,,1
238,2:valid,2:valid,,1
239,1:bugged,2:valid,+,0.785
240,2:valid,2:valid,,1
241,2:valid,2:valid,,1
242,2:valid,2:valid,,0.996
243,1:bugged,2:valid,+,1
244,2:valid,2:valid,,1
245,1:bugged,2:valid,+,0.996
246,1:bugged,2:valid,+,1
247,2:valid,2:valid,,1
248,2:valid,2:valid,,1
249,1:bugged,2:valid,+,0.999
250,2:valid,2:valid,,0.998
251,1:bugged,2:valid,+,0.91
252,2:valid,2:valid,,1
253,2:valid,2:valid,,1
254,2:valid,2:valid,,1
255,2:valid,2:valid,,1
256,2:valid,2:valid,,0.998
257,2:valid,2:valid,,1
258,1:bugged,2:valid,+,1
259,1:bugged,2:valid,+,0.986
260,1:bugged,2:valid,+,0.999
261,1:bugged,2:valid,+,0.792
262,1:bugged,2:valid,+,1
263,2:valid,2:valid,,1
264,2:valid,2:valid,,1
265,2:valid,2:valid,,0.999
266,1:bugged,2:valid,+,0.995
267,2:valid,2:valid,,0.999
268,2:valid,2:valid,,1
269,1:bugged,2:valid,+,0.994
270,1:bugged,2:valid,+,0.996
271,1:bugged,2:valid,+,1
272,2:valid,2:valid,,1
273,1:bugged,2:valid,+,0.936
274,1:bugged,2:valid,+,0.989
275,2:valid,2:valid,,1
276,2:valid,2:valid,,1
277,2:valid,2:valid,,1
278,1:bugged,2:valid,+,0.987
279,1:bugged,2:valid,+,0.989
280,2:valid,2:valid,,1
281,2:valid,2:valid,,0.998
282,1:bugged,2:valid,+,0.688
283,2:valid,2:valid,,1
284,2:valid,2:valid,,1
285,2:valid,2:valid,,0.999
286,1:bugged,2:valid,+,1
287,2:valid,2:valid,,0.999
288,1:bugged,2:valid,+,0.987
289,2:valid,2:valid,,1
290,2:valid,2:valid,,0.943
291,1:bugged,2:valid,+,0.995
292,2:valid,2:valid,,1
293,2:valid,2:valid,,1
294,2:valid,2:valid,,1
295,2:valid,2:valid,,1
296,1:bugged,2:valid,+,1
297,2:valid,2:valid,,0.983
298,2:valid,2:valid,,0.999
299,2:valid,2:valid,,0.998
300,1:bugged,2:valid,+,0.996
301,1:bugged,2:valid,+,0.641
302,2:valid,2:valid,,1
303,2:valid,2:valid,,1
304,2:valid,2:valid,,1
305,2:valid,2:valid,,1
306,1:bugged,2:valid,+,0.999
307,1:bugged,2:valid,+,0.995
308,2:valid,2:valid,,1
309,1:bugged,2:valid,+,0.995
310,2:valid,2:valid,,0.999
311,1:bugged,2:valid,+,0.998
312,2:valid,2:valid,,0.966
313,1:bugged,2:valid,+,0.999
314,2:valid,2:valid,,0.997
315,2:valid,2:valid,,0.996
316,2:valid,2:valid,,0.999
317,2:valid,2:valid,,1
318,2:valid,2:valid,,0.995
319,2:valid,2:valid,,1
320,1:bugged,2:valid,+,0.998
321,1:bugged,2:valid,+,0.998
322,2:valid,2:valid,,1
323,2:valid,2:valid,,1
324,2:valid,2:valid,,1
325,1:bugged,2:valid,+,0.998
326,2:valid,2:valid,,1
327,1:bugged,2:valid,+,0.952
328,2:valid,2:valid,,1
329,2:valid,2:valid,,1
330,2:valid,2:valid,,1
331,2:valid,2:valid,,1
332,1:bugged,2:valid,+,0.98
333,2:valid,2:valid,,1
334,2:valid,2:valid,,0.992
335,1:bugged,2:valid,+,1
336,2:valid,2:valid,,1
337,2:valid,2:valid,,1
338,2:valid,2:valid,,1
339,1:bugged,2:valid,+,1
340,2:valid,2:valid,,1
341,1:bugged,2:valid,+,0.999
342,2:valid,2:valid,,1
343,1:bugged,2:valid,+,0.998
344,1:bugged,2:valid,+,0.991
345,2:valid,2:valid,,1
346,1:bugged,2:valid,+,0.93
347,2:valid,2:valid,,1
348,2:valid,2:valid,,1
349,1:bugged,2:valid,+,1
350,2:valid,2:valid,,0.994
351,1:bugged,2:valid,+,0.992
352,2:valid,2:valid,,1
353,1:bugged,2:valid,+,0.998
354,2:valid,2:valid,,1
355,2:valid,2:valid,,1
356,2:valid,2:valid,,1
357,2:valid,2:valid,,1
358,2:valid,2:valid,,1
359,2:valid,2:valid,,1
360,2:valid,2:valid,,1
361,2:valid,2:valid,,0.999
362,1:bugged,2:valid,+,1
363,1:bugged,2:valid,+,0.929
364,1:bugged,2:valid,+,0.936
365,2:valid,2:valid,,0.977
366,2:valid,2:valid,,1
367,1:bugged,2:valid,+,1
368,2:valid,2:valid,,1
369,1:bugged,2:valid,+,0.993
370,2:valid,2:valid,,1
371,2:valid,2:valid,,1
372,1:bugged,2:valid,+,0.996
373,2:valid,2:valid,,1
374,2:valid,2:valid,,1
375,1:bugged,2:valid,+,1
376,2:valid,2:valid,,1
377,2:valid,2:valid,,1
378,2:valid,2:valid,,1
379,1:bugged,2:valid,+,0.99
380,2:valid,2:valid,,1
381,2:valid,2:valid,,1
382,1:bugged,2:valid,+,0.995
383,2:valid,2:valid,,1
384,2:valid,2:valid,,1
385,2:valid,2:valid,,0.976
386,1:bugged,2:valid,+,0.996
387,2:valid,2:valid,,0.999
388,1:bugged,2:valid,+,0.994
389,2:valid,2:valid,,1
390,1:bugged,2:valid,+,1
391,2:valid,2:valid,,1
392,1:bugged,2:valid,+,0.994
393,2:valid,2:valid,,0.903
394,2:valid,2:valid,,0.984
395,1:bugged,2:valid,+,1
396,2:valid,2:valid,,1
397,2:valid,2:valid,,1
398,1:bugged,2:valid,+,1
399,2:valid,2:valid,,0.999
400,1:bugged,2:valid,+,0.996
401,2:valid,2:valid,,1
402,2:valid,2:valid,,1
403,2:valid,2:valid,,1
404,2:valid,2:valid,,0.998
