inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,1
2,2:valid,2:valid,,1
3,2:valid,2:valid,,0.742
4,2:valid,2:valid,,0.999
5,2:valid,2:valid,,0.802
6,2:valid,2:valid,,1
7,2:valid,2:valid,,0.703
8,2:valid,2:valid,,0.987
9,2:valid,2:valid,,1
10,2:valid,2:valid,,0.999
11,2:valid,2:valid,,1
12,2:valid,2:valid,,0.968
13,2:valid,2:valid,,1
14,2:valid,2:valid,,0.729
15,2:valid,2:valid,,1
16,2:valid,2:valid,,1
17,2:valid,2:valid,,1
18,2:valid,2:valid,,0.721
19,2:valid,2:valid,,0.99
20,2:valid,2:valid,,1
21,2:valid,2:valid,,0.594
22,2:valid,2:valid,,0.991
23,2:valid,2:valid,,0.928
24,2:valid,2:valid,,0.793
25,2:valid,2:valid,,1
26,2:valid,2:valid,,0.746
27,2:valid,2:valid,,0.999
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,1
31,2:valid,2:valid,,0.997
32,2:valid,2:valid,,1
33,2:valid,2:valid,,1
34,2:valid,2:valid,,0.992
35,2:valid,2:valid,,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,1
38,2:valid,2:valid,,0.974
39,2:valid,2:valid,,1
40,2:valid,2:valid,,1
41,2:valid,2:valid,,0.746
42,2:valid,2:valid,,1
43,2:valid,2:valid,,0.989
44,2:valid,2:valid,,0.999
45,2:valid,2:valid,,1
46,2:valid,2:valid,,0.977
47,2:valid,2:valid,,0.999
48,2:valid,2:valid,,1
49,2:valid,2:valid,,0.998
50,2:valid,2:valid,,0.997
51,2:valid,2:valid,,1
52,2:valid,2:valid,,0.999
53,2:valid,2:valid,,0.757
54,2:valid,2:valid,,0.998
55,2:valid,2:valid,,0.79
56,2:valid,2:valid,,1
57,2:valid,2:valid,,0.992
58,2:valid,2:valid,,1
59,2:valid,2:valid,,0.678
60,2:valid,2:valid,,1
61,2:valid,2:valid,,0.67
62,2:valid,2:valid,,0.992
63,2:valid,2:valid,,0.81
64,2:valid,2:valid,,0.999
65,2:valid,2:valid,,0.842
66,2:valid,2:valid,,0.999
67,2:valid,2:valid,,1
68,2:valid,2:valid,,0.998
69,2:valid,2:valid,,0.814
70,2:valid,2:valid,,0.785
71,2:valid,2:valid,,1
72,2:valid,2:valid,,1
73,2:valid,2:valid,,1
74,2:valid,2:valid,,0.604
75,2:valid,2:valid,,0.836
76,2:valid,2:valid,,1
77,2:valid,2:valid,,1
78,2:valid,2:valid,,0.992
79,2:valid,2:valid,,1
80,2:valid,2:valid,,1
81,2:valid,2:valid,,0.998
82,2:valid,2:valid,,1
83,2:valid,2:valid,,0.754
84,2:valid,2:valid,,0.963
85,2:valid,2:valid,,0.854
86,2:valid,2:valid,,1
87,2:valid,2:valid,,1
88,2:valid,2:valid,,0.994
89,2:valid,2:valid,,0.816
90,2:valid,2:valid,,0.85
91,2:valid,2:valid,,0.995
92,2:valid,2:valid,,1
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,1
96,2:valid,2:valid,,1
97,2:valid,2:valid,,0.989
98,2:valid,2:valid,,1
99,2:valid,2:valid,,0.83
100,2:valid,2:valid,,0.969
101,2:valid,2:valid,,0.819
102,2:valid,2:valid,,1
103,2:valid,2:valid,,0.845
104,2:valid,2:valid,,1
105,2:valid,2:valid,,1
106,2:valid,2:valid,,0.998
107,2:valid,2:valid,,0.99
108,2:valid,2:valid,,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,1
111,2:valid,2:valid,,1
112,2:valid,2:valid,,1
113,2:valid,2:valid,,0.976
114,2:valid,2:valid,,0.774
115,2:valid,2:valid,,0.999
116,2:valid,2:valid,,1
117,2:valid,2:valid,,1
118,2:valid,2:valid,,0.999
119,2:valid,2:valid,,0.991
120,2:valid,2:valid,,1
121,2:valid,2:valid,,0.797
122,2:valid,2:valid,,0.999
123,2:valid,2:valid,,0.997
124,2:valid,2:valid,,0.999
125,2:valid,2:valid,,1
126,2:valid,2:valid,,1
127,2:valid,2:valid,,1
128,2:valid,2:valid,,0.999
129,2:valid,2:valid,,1
130,2:valid,2:valid,,1
131,2:valid,2:valid,,1
132,2:valid,2:valid,,0.983
133,2:valid,2:valid,,0.997
134,2:valid,2:valid,,0.945
135,2:valid,2:valid,,0.996
136,2:valid,2:valid,,0.877
137,2:valid,2:valid,,1
138,2:valid,2:valid,,0.75
139,2:valid,2:valid,,0.563
140,2:valid,2:valid,,1
141,2:valid,2:valid,,1
142,2:valid,2:valid,,0.997
143,2:valid,2:valid,,1
144,2:valid,2:valid,,1
145,2:valid,2:valid,,1
146,2:valid,2:valid,,1
147,2:valid,2:valid,,0.997
148,2:valid,2:valid,,1
149,2:valid,2:valid,,0.996
150,2:valid,2:valid,,1
151,2:valid,2:valid,,0.997
152,2:valid,2:valid,,0.787
153,2:valid,2:valid,,0.728
154,2:valid,2:valid,,0.89
155,2:valid,2:valid,,0.968
156,2:valid,2:valid,,0.998
157,2:valid,2:valid,,0.999
158,2:valid,2:valid,,1
159,2:valid,2:valid,,1
160,2:valid,2:valid,,0.999
161,2:valid,2:valid,,0.963
162,2:valid,2:valid,,0.993
163,2:valid,2:valid,,0.99
164,2:valid,2:valid,,1
165,2:valid,2:valid,,1
166,2:valid,2:valid,,0.997
167,2:valid,2:valid,,1
168,2:valid,2:valid,,1
169,2:valid,2:valid,,1
170,2:valid,2:valid,,1
171,2:valid,2:valid,,0.998
172,2:valid,2:valid,,0.822
173,2:valid,2:valid,,0.999
174,2:valid,2:valid,,0.99
175,2:valid,2:valid,,1
176,2:valid,2:valid,,1
177,2:valid,2:valid,,1
178,2:valid,2:valid,,0.972
179,2:valid,2:valid,,1
180,2:valid,2:valid,,0.834
181,2:valid,2:valid,,0.999
182,2:valid,2:valid,,0.985
183,2:valid,2:valid,,0.978
184,2:valid,2:valid,,1
185,2:valid,2:valid,,1
186,2:valid,2:valid,,0.996
187,2:valid,2:valid,,0.785
188,2:valid,2:valid,,0.966
189,2:valid,2:valid,,0.822
190,2:valid,2:valid,,1
191,2:valid,2:valid,,0.999
192,2:valid,2:valid,,0.985
193,2:valid,2:valid,,1
194,2:valid,2:valid,,0.998
195,2:valid,2:valid,,0.999
196,2:valid,2:valid,,0.999
197,2:valid,2:valid,,1
198,2:valid,2:valid,,1
199,2:valid,2:valid,,0.993
200,2:valid,2:valid,,0.981
201,2:valid,2:valid,,0.977
202,2:valid,2:valid,,1
203,2:valid,2:valid,,0.837
204,2:valid,2:valid,,0.999
205,2:valid,2:valid,,1
206,2:valid,2:valid,,1
207,2:valid,2:valid,,1
208,2:valid,2:valid,,0.898
209,2:valid,2:valid,,0.998
210,2:valid,2:valid,,1
211,2:valid,2:valid,,0.951
212,2:valid,2:valid,,1
213,2:valid,2:valid,,1
214,2:valid,2:valid,,1
215,2:valid,2:valid,,0.999
216,2:valid,2:valid,,0.994
217,2:valid,2:valid,,1
218,2:valid,2:valid,,0.886
219,2:valid,2:valid,,0.881
220,2:valid,2:valid,,0.758
221,2:valid,2:valid,,1
222,2:valid,2:valid,,0.999
223,2:valid,2:valid,,1
224,2:valid,2:valid,,1
225,2:valid,2:valid,,0.993
226,2:valid,2:valid,,1
227,2:valid,2:valid,,0.998
228,2:valid,2:valid,,0.722
229,2:valid,2:valid,,0.999
230,2:valid,2:valid,,1
231,2:valid,2:valid,,1
232,2:valid,2:valid,,1
233,2:valid,2:valid,,1
234,2:valid,2:valid,,1
235,2:valid,2:valid,,1
236,2:valid,2:valid,,1
237,2:valid,2:valid,,0.831
238,2:valid,2:valid,,0.986
239,2:valid,2:valid,,0.991
240,2:valid,2:valid,,0.999
241,2:valid,2:valid,,0.693
242,2:valid,2:valid,,0.986
243,2:valid,2:valid,,0.999
244,2:valid,2:valid,,0.999
245,2:valid,2:valid,,0.987
246,2:valid,2:valid,,1
247,2:valid,2:valid,,0.512
248,2:valid,2:valid,,1
249,2:valid,2:valid,,1
250,2:valid,2:valid,,0.999
251,2:valid,2:valid,,0.825
252,2:valid,2:valid,,0.998
253,2:valid,2:valid,,1
254,2:valid,2:valid,,1
255,2:valid,2:valid,,0.716
256,2:valid,2:valid,,1
257,2:valid,2:valid,,0.999
258,2:valid,2:valid,,1
259,2:valid,2:valid,,0.999
260,2:valid,2:valid,,1
261,2:valid,2:valid,,0.999
262,2:valid,2:valid,,0.723
263,2:valid,2:valid,,1
264,2:valid,2:valid,,0.998
265,2:valid,2:valid,,1
