FileName,inst#,actual,predicted,error,prediction
itests\test\src\test\java\org\apache\karaf\itests\WrapperTest.java,1,2:valid,2:valid,,0.0
instance\src\main\java\org\apache\karaf\instance\command\ChangeSshHostCommand.java,2,2:valid,2:valid,,0.0
web\src\main\java\org\apache\karaf\web\internal\WebContainerServiceImpl.java,3,2:valid,2:valid,,0.231
main\src\test\java\org\apache\karaf\main\MockLock.java,4,2:valid,2:valid,,0.0
tooling\karaf-maven-plugin\src\main\java\org\apache\karaf\tooling\RunMojo.java,5,2:valid,2:valid,,0.113
features\core\src\main\java\org\apache\karaf\features\internal\region\SubsystemResolverCallback.java,6,2:valid,2:valid,,0.0
log\src\main\java\org\apache\karaf\log\core\internal\layout\PatternParser.java,7,2:valid,2:valid,,0.023
shell\console\src\main\java\org\apache\karaf\shell\console\CloseShellException.java,8,2:valid,2:valid,,0.0
specs\java.xml\src\main\java\javax\xml\stream\XMLInputFactory.java,9,2:valid,2:valid,,0.0
shell\ssh\src\main\java\org\apache\karaf\shell\ssh\ActivatorNoOsgi.java,10,2:valid,2:valid,,0.0
itests\test\src\test\java\org\apache\karaf\itests\JndiTest.java,11,2:valid,2:valid,,0.0
main\src\main\java\org\apache\karaf\main\util\ArtifactResolver.java,12,2:valid,2:valid,,0.0
features\core\src\test\java\org\apache\karaf\features\internal\service\urn\Handler.java,13,2:valid,2:valid,,0.0
util\src\main\java\org\apache\karaf\util\collections\CopyOnWriteArrayIdentityList.java,14,2:valid,2:valid,,0.016
audit\src\main\java\org\apache\karaf\audit\layout\SimpleLayout.java,15,2:valid,2:valid,,0.0
features\core\src\test\java\org\apache\karaf\features\management\codec\JmxRepositoryTest.java,16,2:valid,2:valid,,0.0
webconsole\gogo\src\main\java\org\apache\karaf\webconsole\gogo\Activator.java,17,2:valid,2:valid,,0.0
package\src\main\java\org\apache\karaf\packages\core\PackageService.java,18,2:valid,2:valid,,0.001
util\src\main\java\org\apache\karaf\util\StreamUtils.java,19,2:valid,2:valid,,0.0
scheduler\src\main\java\org\apache\karaf\scheduler\core\NonParallelQuartzJobExecutor.java,20,2:valid,2:valid,,0.0
features\core\src\main\java\org\apache\karaf\features\internal\model\Bundle.java,21,2:valid,2:valid,,0.004
shell\table\src\main\java\org\apache\karaf\shell\table\Row.java,22,2:valid,2:valid,,0.0
profile\src\main\java\org\apache\karaf\profile\assembly\AssemblyDeployCallback.java,23,2:valid,2:valid,,0.053
main\src\main\java\org\apache\karaf\main\Main.java,24,2:valid,2:valid,,0.192
features\command\src\main\java\org\apache\karaf\features\command\StopFeaturesCommand.java,25,2:valid,2:valid,,0.0
webconsole\gogo\src\main\java\org\apache\karaf\webconsole\gogo\GogoPlugin.java,26,2:valid,2:valid,,0.039
features\core\src\main\java\org\apache\karaf\features\RepositoryEvent.java,27,2:valid,2:valid,,0.0
diagnostic\boot\src\main\java\org\apache\karaf\diagnostic\core\providers\MemoryDumpProvider.java,28,2:valid,2:valid,,0.001
scheduler\src\main\java\org\apache\karaf\scheduler\command\Unschedule.java,29,2:valid,2:valid,,0.0
scheduler\src\main\java\org\apache\karaf\scheduler\core\SchedulerMBeanImpl.java,30,2:valid,2:valid,,0.0
deployer\wrap\src\main\java\org\apache\karaf\deployer\wrap\WrapDeploymentListener.java,31,2:valid,2:valid,,0.0
itests\test\src\test\java\org\apache\karaf\itests\monitoring\ServiceMonitor.java,32,2:valid,2:valid,,0.0
shell\console\src\main\java\org\apache\karaf\shell\console\commands\GenericType.java,33,2:valid,2:valid,,0.0
profile\src\main\java\org\apache\karaf\profile\LockHandle.java,34,2:valid,2:valid,,0.0
bundle\core\src\main\java\org\apache\karaf\bundle\command\BundlesCommand.java,35,2:valid,2:valid,,0.0
web\src\main\java\org\apache\karaf\web\commands\Start.java,36,2:valid,2:valid,,0.0
itests\test\src\test\java\org\apache\karaf\itests\WebTest.java,37,2:valid,2:valid,,0.0
main\src\main\java\org\apache\karaf\main\BundleInfo.java,38,2:valid,2:valid,,0.0
features\command\src\main\java\org\apache\karaf\features\command\completers\RequiredFeatureCompleter.java,39,2:valid,2:valid,,0.0
itests\test\src\test\java\org\apache\karaf\itests\ssh\SshKeyFormatTest.java,40,2:valid,2:valid,,0.0
jaas\modules\src\main\java\org\apache\karaf\jaas\modules\jdbc\JDBCBackingEngine.java,41,2:valid,2:valid,,0.017
jaas\modules\src\test\java\org\apache\karaf\jaas\modules\krb5\KarafKerberosITest.java,42,2:valid,2:valid,,0.0
diagnostic\boot\src\main\java\org\apache\karaf\diagnostic\core\providers\HeapDumpProvider.java,43,2:valid,2:valid,,0.002
jaas\modules\src\main\java\org\apache\karaf\jaas\modules\jdbc\JDBCBackingEngineFactory.java,44,2:valid,2:valid,,0.0
bundle\core\src\test\java\org\apache\karaf\bundle\command\TestBundleFactory.java,45,2:valid,2:valid,,0.0
bundle\core\src\main\java\org\apache\karaf\bundle\core\BundleState.java,46,2:valid,2:valid,,0.0
tooling\karaf-maven-plugin\src\test\java\org\apache\karaf\tooling\features\MavenUtilTest.java,47,2:valid,2:valid,,0.002
jaas\command\src\main\java\org\apache\karaf\jaas\command\ListRealmsCommand.java,48,2:valid,2:valid,,0.0
shell\commands\src\main\java\org\apache\karaf\shell\commands\impl\SourceAction.java,49,2:valid,2:valid,,0.0
