FileName,inst#,actual,predicted,error,prediction
ambari-logsearch\ambari-logsearch-server\src\main\java\org\apache\ambari\logsearch\model\response\BarGraphData.java,1,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\serveraction\kerberos\stageutils\KerberosKeytabController.java,2,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\view\ViewDataMigrationContextImpl.java,3,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\view\ClusterImpl.java,4,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\controller\internal\ClusterPrivilegeResourceProvider.java,5,2:valid,2:valid,,0.0
ambari-server\src\test\java\org\apache\ambari\server\RandomPortJerseyTest.java,6,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\api\query\render\Renderer.java,7,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\ParentObjectNotFoundException.java,8,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\state\host\HostUnhealthyHeartbeatEvent.java,9,2:valid,2:valid,,0.0
ambari-logsearch\ambari-logsearch-config-json\src\main\java\org\apache\ambari\logsearch\config\json\model\inputconfig\impl\FieldsImpl.java,10,2:valid,2:valid,,0.0
ambari-logsearch\ambari-logsearch-config-api\src\main\java\org\apache\ambari\logsearch\config\api\model\inputconfig\InputConfig.java,11,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\state\kerberos\KerberosPrincipalType.java,12,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\checks\HiveDynamicServiceDiscoveryCheck.java,13,2:valid,2:valid,,0.0
ambari-server\src\test\java\org\apache\ambari\server\controller\internal\RootServiceResourceProviderTest.java,14,2:valid,2:valid,,0.0
ambari-funtest\src\test\java\org\apache\ambari\funtest\server\LocalAmbariServer.java,15,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\api\services\ExtensionLinksService.java,16,2:valid,2:valid,,0.0
contrib\views\pig\src\main\java\org\apache\ambari\view\pig\resources\scripts\ScriptResourceManager.java,17,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\controller\ActionExecutionContext.java,18,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\events\MetricsCollectorHostDownEvent.java,19,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\serveraction\kerberos\KerberosConfigDataFileReader.java,20,2:valid,2:valid,,0.0
ambari-metrics\ambari-metrics-common\src\main\java\org\apache\hadoop\metrics2\sink\util\Servers.java,21,2:valid,2:valid,,0.0
ambari-views\examples\phone-list-upgrade-view\src\main\java\org\apache\ambari\view\phonelist\PhoneListServlet.java,22,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\controller\metrics\MetricsCollectorHAManager.java,23,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\orm\entities\ExecutionCommandEntity.java,24,2:valid,2:valid,,0.0
ambari-server\src\main\java\org\apache\ambari\server\state\kerberos\AbstractKerberosDescriptor.java,25,2:valid,2:valid,,0.0
ambari-logsearch\ambari-logsearch-logfeeder\src\test\java\org\apache\ambari\logfeeder\mapper\MapperFieldCopyTest.java,26,2:valid,2:valid,,0.0
ambari-server\src\test\java\org\apache\ambari\server\controller\internal\ActiveWidgetLayoutResourceProviderTest.java,27,2:valid,2:valid,,0.0
contrib\views\utils\src\test\java\org\apache\ambari\view\utils\ViewUserLocalTest.java,28,2:valid,2:valid,,0.0
