inst#,actual,predicted,error,prediction
1,2:valid,2:valid,,1
2,2:valid,2:valid,,0.997
3,2:valid,2:valid,,1
4,2:valid,2:valid,,1
5,2:valid,2:valid,,1
6,2:valid,2:valid,,0.99
7,2:valid,2:valid,,1
8,2:valid,2:valid,,0.999
9,2:valid,2:valid,,1
10,2:valid,2:valid,,1
11,2:valid,2:valid,,0.997
12,2:valid,2:valid,,1
13,2:valid,2:valid,,1
14,2:valid,2:valid,,1
15,2:valid,2:valid,,1
16,2:valid,2:valid,,1
17,2:valid,2:valid,,0.998
18,2:valid,2:valid,,0.996
19,2:valid,2:valid,,1
20,2:valid,2:valid,,1
21,2:valid,2:valid,,0.989
22,2:valid,2:valid,,1
23,2:valid,2:valid,,1
24,2:valid,2:valid,,0.999
25,2:valid,2:valid,,0.991
26,2:valid,2:valid,,1
27,2:valid,2:valid,,0.999
28,2:valid,2:valid,,1
29,2:valid,2:valid,,1
30,2:valid,2:valid,,0.999
31,2:valid,2:valid,,1
32,2:valid,2:valid,,1
33,2:valid,2:valid,,1
34,2:valid,2:valid,,1
35,2:valid,2:valid,,1
36,2:valid,2:valid,,1
37,2:valid,2:valid,,1
38,2:valid,2:valid,,1
39,2:valid,2:valid,,1
40,1:bugged,2:valid,+,0.999
41,2:valid,2:valid,,1
42,2:valid,2:valid,,1
43,2:valid,2:valid,,1
44,2:valid,2:valid,,0.999
45,2:valid,2:valid,,1
46,2:valid,2:valid,,1
47,2:valid,2:valid,,0.995
48,2:valid,2:valid,,1
49,2:valid,2:valid,,1
50,2:valid,2:valid,,0.996
51,1:bugged,2:valid,+,0.697
52,2:valid,2:valid,,1
53,1:bugged,2:valid,+,0.997
54,2:valid,2:valid,,1
55,2:valid,2:valid,,1
56,2:valid,2:valid,,1
57,2:valid,2:valid,,1
58,2:valid,2:valid,,0.999
59,2:valid,2:valid,,0.999
60,2:valid,2:valid,,0.996
61,2:valid,2:valid,,0.997
62,2:valid,2:valid,,1
63,2:valid,2:valid,,1
64,2:valid,2:valid,,1
65,2:valid,2:valid,,0.999
66,2:valid,2:valid,,1
67,2:valid,2:valid,,0.995
68,2:valid,2:valid,,1
69,2:valid,2:valid,,0.995
70,2:valid,2:valid,,0.997
71,2:valid,2:valid,,1
72,2:valid,2:valid,,0.997
73,2:valid,2:valid,,1
74,2:valid,2:valid,,1
75,2:valid,2:valid,,0.998
76,2:valid,2:valid,,0.981
77,2:valid,2:valid,,0.973
78,2:valid,2:valid,,0.985
79,1:bugged,2:valid,+,0.996
80,2:valid,2:valid,,1
81,2:valid,2:valid,,1
82,2:valid,2:valid,,0.997
83,2:valid,2:valid,,1
84,2:valid,2:valid,,1
85,2:valid,2:valid,,1
86,2:valid,2:valid,,0.998
87,2:valid,2:valid,,1
88,2:valid,2:valid,,1
89,2:valid,2:valid,,1
90,2:valid,2:valid,,1
91,2:valid,2:valid,,1
92,2:valid,2:valid,,1
93,2:valid,2:valid,,1
94,2:valid,2:valid,,1
95,2:valid,2:valid,,1
96,2:valid,2:valid,,0.996
97,2:valid,2:valid,,0.944
98,2:valid,2:valid,,1
99,2:valid,2:valid,,1
100,2:valid,2:valid,,0.999
101,2:valid,2:valid,,1
102,2:valid,2:valid,,1
103,2:valid,2:valid,,0.999
104,2:valid,2:valid,,0.997
105,2:valid,2:valid,,1
106,2:valid,2:valid,,1
107,2:valid,2:valid,,0.997
108,2:valid,2:valid,,1
109,2:valid,2:valid,,1
110,2:valid,2:valid,,0.998
111,2:valid,2:valid,,1
112,2:valid,2:valid,,0.999
113,2:valid,2:valid,,0.998
114,2:valid,2:valid,,0.833
115,2:valid,2:valid,,0.992
116,2:valid,2:valid,,1
117,2:valid,2:valid,,1
118,2:valid,2:valid,,1
119,2:valid,2:valid,,1
120,2:valid,2:valid,,1
121,2:valid,2:valid,,0.998
122,2:valid,2:valid,,0.979
123,2:valid,2:valid,,0.993
124,2:valid,2:valid,,0.991
125,2:valid,2:valid,,1
126,2:valid,2:valid,,1
127,2:valid,2:valid,,1
128,2:valid,2:valid,,1
129,2:valid,2:valid,,1
130,2:valid,2:valid,,1
131,2:valid,2:valid,,1
132,2:valid,2:valid,,1
133,2:valid,2:valid,,1
134,2:valid,2:valid,,1
135,2:valid,2:valid,,1
136,2:valid,2:valid,,0.97
137,2:valid,2:valid,,1
138,2:valid,2:valid,,1
139,2:valid,2:valid,,0.991
140,2:valid,2:valid,,1
141,2:valid,1:bugged,+,0.702
142,2:valid,2:valid,,0.964
143,2:valid,2:valid,,1
144,2:valid,2:valid,,1
145,1:bugged,2:valid,+,0.993
146,1:bugged,2:valid,+,0.619
147,2:valid,2:valid,,0.995
148,2:valid,2:valid,,1
149,2:valid,2:valid,,1
150,2:valid,2:valid,,1
151,2:valid,2:valid,,0.999
152,2:valid,2:valid,,0.991
153,2:valid,2:valid,,1
154,2:valid,2:valid,,1
155,2:valid,2:valid,,1
156,1:bugged,2:valid,+,0.993
157,1:bugged,2:valid,+,0.823
158,2:valid,2:valid,,0.996
159,2:valid,2:valid,,1
160,2:valid,2:valid,,0.999
161,2:valid,2:valid,,1
162,2:valid,2:valid,,1
163,2:valid,2:valid,,0.994
164,2:valid,2:valid,,1
165,2:valid,2:valid,,0.999
166,2:valid,2:valid,,0.998
167,2:valid,2:valid,,1
168,2:valid,2:valid,,0.999
169,2:valid,2:valid,,0.991
170,2:valid,2:valid,,1
171,2:valid,2:valid,,1
172,2:valid,2:valid,,0.997
