0,1,P,0.4767130238420217
1,5,P,0.16951637694085236
1,3,P,0.0826318696912177
1,9,P,0.07926994093999437
1,21,P,0.05113657003307782
1,8,P,0.04329163677220086
1,7,P,0.026071321511188725
1,17,P,0.021023484988802563
1,6,P,0.014245231115818857
1,22,P,0.010387095709705882
1,11,P,0.005536181401606852
1,14,P,0.005304594108352524
1,13,P,0.004320691602496174
1,19,P,0.003239639986838467
1,12,P,0.0016105162017745179
1,4,P,0.0014219673814015732
1,15,P,0.0013317888625430012
1,20,P,0.0012388585856040275
1,18,P,8.368646481081846E-4
1,23,P,4.597555158403044E-4
1,16,P,4.125901605533978E-4
