0,1,P,0.4150989285780857
1,22,P,0.10377473221171964
1,9,P,0.10377473220844956
1,19,P,0.06149613759566625
1,5,P,0.0437799651520238
1,14,P,0.043779965152018194
1,7,P,0.02780315827619541
1,12,P,0.023516508089394265
1,3,P,0.02351650807630792
1,20,P,0.023516507498176048
1,21,P,0.017975828816944497
1,8,P,0.016081782893496474
1,13,P,0.01608178240907275
1,18,P,0.012219767950971256
1,11,P,0.012219767693500862
1,6,P,0.011314169681483993
1,15,P,0.010533561274304527
1,17,P,0.009853732649644202
1,23,P,0.008727262466615435
1,16,P,0.007831950891793612
1,4,P,0.007103250434135397
