[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
0
8
1
2
[TestDetails]
0;[0, 2, 5, 6, 8, 9, 10, 11, 12, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27];[0, 2, 5, 6, 8, 9, 10, 11, 12, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27];1
1;[2, 7, 12, 14, 15, 19, 22, 25, 27];[2, 7, 12, 14, 15, 19, 22, 25, 27];0
2;[7, 8, 9, 11, 27];[7, 8, 9, 11, 27];0
3;[1, 3, 11, 15, 17, 18, 19, 21, 29];[1, 3, 11, 15, 17, 18, 19, 21, 29];0
4;[1, 3, 10, 11, 15, 29];[1, 3, 10, 11, 15, 29];0
5;[2, 3, 10, 11, 15, 18, 19, 25, 27, 29];[2, 3, 10, 11, 15, 18, 19, 25, 27, 29];0
6;[1, 3, 6, 11, 12];[1, 3, 6, 11, 12];0
7;[1, 3, 15, 19, 21];[1, 3, 15, 19, 21];0
8;[0, 1, 3, 11, 15, 29, 30];[0, 1, 3, 11, 15, 29, 30];1
9;[1, 11, 15];[1, 11, 15];0
10;[1];[1];0
11;[1, 3, 10, 15, 19, 29];[1, 3, 10, 15, 19, 29];0
12;[2, 6, 11, 12, 13, 15, 18, 19, 21, 22, 23, 25, 26, 27, 28];[2, 6, 11, 12, 13, 15, 18, 19, 21, 22, 23, 25, 26, 27, 28];0
13;[2, 3, 11, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29];[2, 3, 11, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29];0
14;[1, 2, 15, 19, 22, 25];[1, 2, 15, 19, 22, 25];0
15;[2, 10, 15, 18, 19, 21, 23, 25, 26, 27, 29];[2, 10, 15, 18, 19, 21, 23, 25, 26, 27, 29];0
16;[2, 10, 11, 15, 27];[2, 10, 11, 15, 27];0
17;[0, 4, 7, 10, 15, 17, 20, 22, 27, 28];[0, 4, 7, 10, 15, 17, 20, 22, 27, 28];1
18;[11, 29];[11, 29];0
19;[2, 7, 11, 12, 15, 19, 22, 25, 27];[2, 7, 11, 12, 15, 19, 22, 25, 27];0
20;[1, 2, 3, 11, 15, 19, 22, 25, 27, 28];[1, 2, 3, 11, 15, 19, 22, 25, 27, 28];0
21;[1, 2, 12, 15, 19, 22, 25];[1, 2, 12, 15, 19, 22, 25];0
22;[21];[21];0
23;[19];[19];0
24;[11, 21, 22, 23];[11, 21, 22, 23];0
25;[0, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27];[0, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27];1
26;[1, 3, 8, 10, 15, 19];[1, 3, 8, 10, 15, 19];0
27;[2, 15, 19, 22, 25];[2, 15, 19, 22, 25];0
28;[1, 2, 15, 19, 22];[1, 2, 15, 19, 22];0
