[Priors]
[0.61, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]
[Bugs]
0
[InitialTests]
0
8
17
1
2
3
[TestDetails]
0;[0, 2, 5, 7, 9, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23, 26, 27, 28, 29, 30];[0, 2, 5, 7, 9, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23, 26, 27, 28, 29, 30];1
1;[2, 8, 14, 16, 17, 21, 24, 25, 28, 30];[2, 8, 14, 16, 17, 21, 24, 25, 28, 30];0
2;[8, 9, 10, 12, 25, 30];[8, 9, 10, 12, 25, 30];0
3;[1, 3, 12, 17, 19, 20, 21, 23, 32];[1, 3, 12, 17, 19, 20, 21, 23, 32];0
4;[1, 3, 11, 12, 17, 32];[1, 3, 11, 12, 17, 32];0
5;[2, 3, 11, 12, 17, 20, 21, 28, 30, 32];[2, 3, 11, 12, 17, 20, 21, 28, 30, 32];0
6;[1, 3, 7, 12, 14];[1, 3, 7, 12, 14];0
7;[1, 3, 17, 21, 23];[1, 3, 17, 21, 23];0
8;[0, 1, 3, 12, 17, 32, 33];[0, 1, 3, 12, 17, 32, 33];1
9;[1, 12, 17];[1, 12, 17];0
10;[1];[1];0
11;[1, 3, 11, 17, 21, 32];[1, 3, 11, 17, 21, 32];0
12;[2, 7, 12, 14, 15, 17, 20, 21, 23, 24, 26, 28, 29, 30, 31];[2, 7, 12, 14, 15, 17, 20, 21, 23, 24, 26, 28, 29, 30, 31];0
13;[2, 3, 12, 17, 20, 21, 22, 23, 26, 27, 28, 29, 30, 32];[2, 3, 12, 17, 20, 21, 22, 23, 26, 27, 28, 29, 30, 32];0
14;[1, 2, 17, 21, 24, 28];[1, 2, 17, 21, 24, 28];0
15;[2, 11, 17, 20, 21, 23, 26, 28, 29, 30, 32];[2, 11, 17, 20, 21, 23, 26, 28, 29, 30, 32];0
16;[2, 11, 12, 17, 30];[2, 11, 12, 17, 30];0
17;[0, 4, 6, 8, 11, 17, 19, 22, 24, 25, 30, 31];[0, 4, 6, 8, 11, 17, 19, 22, 24, 25, 30, 31];1
18;[12, 32];[12, 32];0
19;[2, 8, 12, 14, 17, 21, 24, 25, 28, 30];[2, 8, 12, 14, 17, 21, 24, 25, 28, 30];0
20;[1, 2, 3, 12, 17, 21, 24, 28, 30, 31];[1, 2, 3, 12, 17, 21, 24, 28, 30, 31];0
21;[1, 2, 14, 17, 21, 24, 28];[1, 2, 14, 17, 21, 24, 28];0
22;[23];[23];0
23;[21];[21];0
24;[12, 23, 24, 26];[12, 23, 24, 26];0
25;[0, 2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30];[0, 2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30];1
26;[1, 3, 9, 11, 17, 21];[1, 3, 9, 11, 17, 21];0
27;[2, 17, 21, 24, 28];[2, 17, 21, 24, 28];0
28;[1, 2, 17, 21, 24];[1, 2, 17, 21, 24];0
29;[5, 17, 32];[5, 17, 32];0
30;[6, 12, 25, 30, 32];[6, 12, 25, 30, 32];0
31;[23, 32];[23, 32];0
32;[1, 3, 12];[1, 3, 12];0
