[Priors]
[0.665, 0.022, 0.622, 0.025, 0.060000000000000005, 0.06999999999999999, 0.033, 0.014, 0.044000000000000004, 0.14900000000000002, 0.078, 0.04, 0.019, 0.01, 0.049, 0.035, 0.031, 0.018000000000000002, 0.016, 0.01, 0.018000000000000002, 0.521, 0.306, 0.028999999999999998, 0.013000000000000001]
[Bugs]
0
[InitialTests]
0
8
1
2
[TestDetails]
0;[0, 2, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21];[0, 2, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21];1
1;[2, 7, 11, 14, 17, 20, 21];[2, 7, 11, 14, 17, 20, 21];0
2;[7, 8, 10, 21];[7, 8, 10, 21];0
3;[1, 3, 10, 12, 13, 14, 16, 23];[1, 3, 10, 12, 13, 14, 16, 23];0
4;[1, 3, 9, 10, 23];[1, 3, 9, 10, 23];0
5;[2, 3, 9, 10, 13, 14, 20, 21, 23];[2, 3, 9, 10, 13, 14, 20, 21, 23];0
6;[1, 3, 6, 10, 11];[1, 3, 6, 10, 11];0
7;[1, 3, 14, 16];[1, 3, 14, 16];0
8;[0, 1, 3, 10, 23, 24];[0, 1, 3, 10, 23, 24];1
9;[1, 10];[1, 10];0
10;[1];[1];0
11;[1, 3, 9, 14, 23];[1, 3, 9, 14, 23];0
12;[2, 6, 10, 11, 13, 14, 16, 17, 18, 20, 21, 22];[2, 6, 10, 11, 13, 14, 16, 17, 18, 20, 21, 22];0
13;[2, 3, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23];[2, 3, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23];0
14;[1, 2, 14, 17, 20];[1, 2, 14, 17, 20];0
15;[2, 9, 13, 14, 16, 18, 20, 21, 23];[2, 9, 13, 14, 16, 18, 20, 21, 23];0
16;[2, 9, 10, 21];[2, 9, 10, 21];0
17;[0, 4, 7, 9, 12, 15, 17, 21, 22];[0, 4, 7, 9, 12, 15, 17, 21, 22];1
18;[10, 23];[10, 23];0
19;[2, 7, 10, 11, 14, 17, 20, 21];[2, 7, 10, 11, 14, 17, 20, 21];0
