[Priors]
[0.61, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]
[Bugs]
0
[InitialTests]
0
6
1
2
[TestDetails]
0;[0, 1, 3, 7, 8, 9];[0, 1, 3, 7, 8, 9];1
1;[3, 5, 6, 9];[3, 5, 6, 9];0
2;[3, 5, 9];[3, 5, 9];0
3;[3, 6, 9];[3, 6, 9];0
4;[3, 5, 6, 8, 9];[3, 5, 6, 8, 9];0
5;[3, 6, 8];[3, 6, 8];0
6;[0, 2, 3, 5, 6, 8, 9, 10];[0, 2, 3, 5, 6, 8, 9, 10];1
7;[3, 9];[3, 9];0
8;[3, 5, 6];[3, 5, 6];0
9;[0, 4, 5, 8];[0, 4, 5, 8];1
10;[2, 3, 5, 6];[2, 3, 5, 6];0
11;[5];[5];0
12;[3, 6, 7];[3, 6, 7];0
